stage_history_id,opportunity_id,from_stage,to_stage,stage_entered_date,stage_exited_date,days_in_stage,changed_by_user_id,is_regression
SH-12022,OPP-5498,Qualified Lead,Negotiation,2021-02-23,2021-03-29,34.0,USR-3005,0
SH-12023,OPP-5498,Opportunity,Negotiation,2021-03-29,2021-03-23,22.0,USR-3005,0
SH-12024,OPP-5499,,Qualified Lead,2021-03-17,2021-03-29,12.0,USR-3038,0
SH-12025,OPP-5499,Lead,Opportunity,2021-03-29,2021-04-18,20.0,USR-3038,0
SH-12026,OPP-5499,Qualified Lead,Negotiation,2021-04-18,2021-05-20,32.0,USR-3038,0
SH-12027,OPP-5499,Opportunity,Negotiation,2021-05-20,2021-04-29,16.0,USR-3038,0
SH-12028,OPP-5500,,Qualified Lead,2022-11-16,2022-11-24,8.0,USR-3012,0
SH-12029,OPP-5500,Lead,Opportunity,2022-11-24,2022-12-06,12.0,USR-3012,0
SH-12030,OPP-5500,Qualified Lead,Negotiation,2022-12-06,2022-12-19,13.0,USR-3012,0
SH-12031,OPP-5500,Opportunity,Negotiation,2022-12-19,2022-12-21,23.0,USR-3012,0
SH-12032,OPP-5501,,Qualified Lead,2019-12-05,2019-12-12,7.0,USR-3037,0
SH-12033,OPP-5501,Lead,Opportunity,2019-12-12,2019-12-24,12.0,USR-3037,0
SH-12034,OPP-5501,Qualified Lead,Negotiation,2019-12-24,2020-01-26,33.0,USR-3037,0
SH-12035,OPP-5501,Opportunity,Negotiation,2020-01-26,2020-02-05,15.0,USR-3037,0
SH-12036,OPP-5501,Negotiation,Opportunity,2020-02-12,,,USR-3037,1
SH-12037,OPP-5502,,Qualified Lead,2024-12-01,2024-12-09,8.0,USR-3021,0
SH-12038,OPP-5502,Lead,Opportunity,2024-12-09,2024-12-17,8.0,USR-3021,0
SH-12039,OPP-5502,Qualified Lead,Negotiation,2024-12-17,2024-12-31,31.0,USR-3021,0
SH-12040,OPP-5502,Opportunity,Negotiation,2024-12-31,2024-12-31,8.0,USR-3021,0
SH-12041,OPP-5503,,Qualified Lead,2024-06-12,2024-06-22,10.0,USR-3033,0
SH-12042,OPP-5503,Lead,Opportunity,2024-06-22,2024-07-07,15.0,USR-3033,0
SH-12043,OPP-5503,Qualified Lead,Negotiation,2024-07-07,2024-07-26,19.0,USR-3033,0
SH-12044,OPP-5503,Opportunity,Negotiation,2024-07-26,2024-08-18,31.0,USR-3033,0
SH-12045,OPP-5504,,Qualified Lead,2021-10-19,2021-10-23,4.0,USR-3046,0
SH-12046,OPP-5504,Lead,Opportunity,2021-10-23,2021-11-03,11.0,USR-3046,0
SH-12047,OPP-5504,Qualified Lead,Negotiation,2021-11-03,2021-11-15,12.0,USR-3046,0
SH-12048,OPP-5504,Opportunity,Negotiation,2021-11-15,2021-12-11,8.0,USR-3046,0
SH-12049,OPP-5505,,Qualified Lead,2020-07-07,2020-07-17,10.0,USR-3002,0
SH-12050,OPP-5505,Lead,Opportunity,2020-07-17,2020-08-01,15.0,USR-3002,0
SH-12051,OPP-5505,Qualified Lead,Negotiation,2020-08-01,2020-08-26,25.0,USR-3002,0
SH-12052,OPP-5505,Opportunity,Negotiation,2020-08-26,2020-08-31,22.0,USR-3002,0
SH-12053,OPP-5506,,Qualified Lead,2022-08-09,2022-08-19,10.0,USR-3016,0
SH-12054,OPP-5506,Lead,Opportunity,2022-08-19,2022-09-02,14.0,USR-3016,0
SH-12055,OPP-5506,Qualified Lead,Negotiation,2022-09-02,2022-09-25,23.0,USR-3016,0
SH-12056,OPP-5506,Opportunity,Negotiation,2022-09-25,2022-09-04,11.0,USR-3016,0
SH-12057,OPP-5507,,Qualified Lead,2020-11-17,2020-11-24,7.0,USR-3009,0
SH-12058,OPP-5507,Lead,Opportunity,2020-11-24,2020-12-08,14.0,USR-3009,0
SH-12059,OPP-5507,Qualified Lead,Negotiation,2020-12-08,2020-12-22,14.0,USR-3009,0
SH-12060,OPP-5507,Opportunity,Negotiation,2020-12-22,2020-12-27,7.0,USR-3009,0
SH-12061,OPP-5508,,Qualified Lead,2017-05-11,2017-05-14,3.0,USR-3066,0
SH-12062,OPP-5508,Lead,Opportunity,2017-05-14,2017-05-21,7.0,USR-3066,0
SH-12063,OPP-5508,Qualified Lead,Negotiation,2017-05-21,2017-06-16,26.0,USR-3066,0
SH-12064,OPP-5508,Opportunity,Negotiation,2017-06-16,2017-07-31,20.0,USR-3066,0
SH-12065,OPP-5509,,Qualified Lead,2023-11-06,2023-11-16,10.0,USR-3071,0
SH-12066,OPP-5509,Lead,Opportunity,2023-11-16,2023-11-26,10.0,USR-3071,0
SH-12067,OPP-5509,Qualified Lead,Negotiation,2023-11-26,2024-01-05,40.0,USR-3071,0
SH-12068,OPP-5509,Opportunity,Negotiation,2024-01-05,2024-02-05,17.0,USR-3071,0
SH-12069,OPP-5510,,Qualified Lead,2019-02-07,2019-02-13,6.0,USR-3026,0
SH-12070,OPP-5510,Lead,Opportunity,2019-02-13,2019-02-19,6.0,USR-3026,0
SH-12071,OPP-5510,Qualified Lead,Negotiation,2019-02-19,2019-03-03,12.0,USR-3026,0
SH-12072,OPP-5510,Opportunity,Negotiation,2019-03-03,2019-03-09,23.0,USR-3026,0
SH-12073,OPP-5511,,Qualified Lead,2024-11-20,2024-11-26,6.0,USR-3036,0
SH-12074,OPP-5511,Lead,Opportunity,2024-11-26,2024-12-15,19.0,USR-3036,0
SH-12075,OPP-5511,Qualified Lead,Negotiation,2024-12-15,2024-12-31,35.0,USR-3036,0
SH-12076,OPP-5511,Opportunity,Negotiation,2024-12-31,2024-12-31,21.0,USR-3036,0
SH-12077,OPP-5512,,Qualified Lead,2022-12-02,2022-12-05,3.0,USR-3043,0
SH-12078,OPP-5512,Lead,Opportunity,2022-12-05,2022-12-12,7.0,USR-3043,0
SH-12079,OPP-5512,Qualified Lead,Negotiation,2022-12-12,2023-01-07,26.0,USR-3043,0
SH-12080,OPP-5512,Opportunity,Negotiation,2023-01-07,2023-01-20,11.0,USR-3043,0
SH-12081,OPP-5513,,Qualified Lead,2020-08-03,2020-08-15,12.0,USR-3038,0
SH-12082,OPP-5513,Lead,Opportunity,2020-08-15,2020-08-31,16.0,USR-3038,0
SH-12083,OPP-5513,Qualified Lead,Negotiation,2020-08-31,2020-10-05,35.0,USR-3038,0
SH-12084,OPP-5513,Opportunity,Negotiation,2020-10-05,2020-09-29,10.0,USR-3038,0
SH-12085,OPP-5514,,Qualified Lead,2022-12-23,2022-12-26,3.0,USR-3048,0
SH-12086,OPP-5514,Lead,Opportunity,2022-12-26,2023-01-08,13.0,USR-3048,0
SH-12087,OPP-5514,Qualified Lead,Negotiation,2023-01-08,2023-02-03,26.0,USR-3048,0
SH-12088,OPP-5514,Opportunity,Negotiation,2023-02-03,2023-02-08,12.0,USR-3048,0
SH-12089,OPP-5515,,Qualified Lead,2020-12-06,2020-12-16,10.0,USR-3037,0
SH-12090,OPP-5515,Lead,Opportunity,2020-12-16,2020-12-25,9.0,USR-3037,0
SH-12091,OPP-5515,Qualified Lead,Negotiation,2020-12-25,2021-01-18,24.0,USR-3037,0
SH-12092,OPP-5515,Opportunity,Negotiation,2021-01-18,2021-03-03,20.0,USR-3037,0
SH-12093,OPP-5516,,Qualified Lead,2023-08-28,2023-09-03,6.0,USR-3027,0
SH-12094,OPP-5516,Lead,Opportunity,2023-09-03,2023-09-14,11.0,USR-3027,0
SH-12095,OPP-5516,Qualified Lead,Negotiation,2023-09-14,2023-10-19,35.0,USR-3027,0
SH-12096,OPP-5516,Opportunity,Negotiation,2023-10-19,2023-10-22,26.0,USR-3027,0
SH-12097,OPP-5517,,Qualified Lead,2020-06-03,2020-06-08,5.0,USR-3072,0
SH-12098,OPP-5517,Lead,Opportunity,2020-06-08,2020-06-24,16.0,USR-3072,0
SH-12099,OPP-5517,Qualified Lead,Negotiation,2020-06-24,2020-07-18,24.0,USR-3072,0
SH-12100,OPP-5517,Opportunity,Negotiation,2020-07-18,2020-07-06,10.0,USR-3072,0
SH-12101,OPP-5518,,Qualified Lead,2016-07-07,2016-07-17,10.0,USR-3009,0
SH-12102,OPP-5518,Lead,Opportunity,2016-07-17,2016-08-03,17.0,USR-3009,0
SH-12103,OPP-5518,Qualified Lead,Negotiation,2016-08-03,2016-09-02,30.0,USR-3009,0
SH-12104,OPP-5518,Opportunity,Negotiation,2016-09-02,2016-07-27,24.0,USR-3009,0
SH-12105,OPP-5519,,Qualified Lead,2024-10-20,2024-10-27,7.0,USR-3073,0
SH-12106,OPP-5519,Lead,Opportunity,2024-10-27,2024-11-09,13.0,USR-3073,0
SH-12107,OPP-5519,Qualified Lead,Negotiation,2024-11-09,2024-12-04,25.0,USR-3073,0
SH-12108,OPP-5519,Opportunity,Negotiation,2024-12-04,2024-12-31,14.0,USR-3073,0
SH-12109,OPP-5520,,Qualified Lead,2017-08-06,2017-08-12,6.0,USR-3026,0
SH-12110,OPP-5520,Lead,Opportunity,2017-08-12,2017-08-27,15.0,USR-3026,0
SH-12111,OPP-5520,Qualified Lead,Negotiation,2017-08-27,2017-10-05,39.0,USR-3026,0
SH-12112,OPP-5520,Opportunity,Negotiation,2017-10-05,2017-10-28,14.0,USR-3026,0
SH-12113,OPP-5521,,Qualified Lead,2018-06-19,2018-06-28,9.0,USR-3048,0
SH-12114,OPP-5521,Lead,Opportunity,2018-06-28,2018-07-08,10.0,USR-3048,0
SH-12115,OPP-5521,Qualified Lead,Negotiation,2018-07-08,2018-08-01,24.0,USR-3048,0
SH-12116,OPP-5521,Opportunity,Negotiation,2018-08-01,2018-08-08,15.0,USR-3048,0
SH-12117,OPP-5522,,Qualified Lead,2022-11-10,2022-11-19,9.0,USR-3050,0
SH-12118,OPP-5522,Lead,Opportunity,2022-11-19,2022-11-30,11.0,USR-3050,0
SH-12119,OPP-5522,Qualified Lead,Negotiation,2022-11-30,2022-12-13,13.0,USR-3050,0
SH-12120,OPP-5522,Opportunity,Negotiation,2022-12-13,2023-01-19,27.0,USR-3050,0
SH-12121,OPP-5523,,Qualified Lead,2021-04-08,2021-04-18,10.0,USR-3017,0
SH-12122,OPP-5523,Lead,Opportunity,2021-04-18,2021-04-23,5.0,USR-3017,0
SH-12123,OPP-5523,Qualified Lead,Negotiation,2021-04-23,2021-05-17,24.0,USR-3017,0
SH-12124,OPP-5523,Opportunity,Negotiation,2021-05-17,2021-05-16,9.0,USR-3017,0
SH-12125,OPP-5524,,Qualified Lead,2023-06-10,2023-06-15,5.0,USR-3057,0
SH-12126,OPP-5524,Lead,Opportunity,2023-06-15,2023-07-03,18.0,USR-3057,0
SH-12127,OPP-5524,Qualified Lead,Negotiation,2023-07-03,2023-07-27,24.0,USR-3057,0
SH-12128,OPP-5524,Opportunity,Negotiation,2023-07-27,2023-09-07,23.0,USR-3057,0
SH-12129,OPP-5525,,Qualified Lead,2019-11-19,2019-11-23,4.0,USR-3024,0
SH-12130,OPP-5525,Lead,Opportunity,2019-11-23,2019-12-01,8.0,USR-3024,0
SH-12131,OPP-5525,Qualified Lead,Negotiation,2019-12-01,2019-12-21,20.0,USR-3024,0
SH-12132,OPP-5525,Opportunity,Negotiation,2019-12-21,2019-12-26,18.0,USR-3024,0
SH-12133,OPP-5526,,Qualified Lead,2018-07-20,2018-07-24,4.0,USR-3061,0
SH-12134,OPP-5526,Lead,Opportunity,2018-07-24,2018-08-05,12.0,USR-3061,0
SH-12135,OPP-5526,Qualified Lead,Negotiation,2018-08-05,2018-08-29,24.0,USR-3061,0
SH-12136,OPP-5526,Opportunity,Negotiation,2018-08-29,2018-09-06,14.0,USR-3061,0
SH-12137,OPP-5527,,Qualified Lead,2018-01-19,2018-01-30,11.0,USR-3017,0
SH-12138,OPP-5527,Lead,Opportunity,2018-01-30,2018-02-18,19.0,USR-3017,0
SH-12139,OPP-5527,Qualified Lead,Negotiation,2018-02-18,2018-03-14,24.0,USR-3017,0
SH-12140,OPP-5527,Opportunity,Negotiation,2018-03-14,2018-03-01,28.0,USR-3017,0
SH-12141,OPP-5528,,Qualified Lead,2022-08-14,2022-08-16,2.0,USR-3075,0
SH-12142,OPP-5528,Lead,Opportunity,2022-08-16,2022-08-29,13.0,USR-3075,0
SH-12143,OPP-5528,Qualified Lead,Negotiation,2022-08-29,2022-09-29,31.0,USR-3075,0
SH-12144,OPP-5528,Opportunity,Negotiation,2022-09-29,2022-11-20,10.0,USR-3075,0
SH-12145,OPP-5529,,Qualified Lead,2021-02-09,2021-02-16,7.0,USR-3013,0
SH-12146,OPP-5529,Lead,Opportunity,2021-02-16,2021-03-06,18.0,USR-3013,0
SH-12147,OPP-5529,Qualified Lead,Negotiation,2021-03-06,2021-03-18,12.0,USR-3013,0
SH-12148,OPP-5529,Opportunity,Negotiation,2021-03-18,2021-03-01,13.0,USR-3013,0
SH-12149,OPP-5530,,Qualified Lead,2023-01-11,2023-01-16,5.0,USR-3032,0
SH-12150,OPP-5530,Lead,Opportunity,2023-01-16,2023-01-25,9.0,USR-3032,0
SH-12151,OPP-5530,Qualified Lead,Negotiation,2023-01-25,2023-02-11,17.0,USR-3032,0
SH-12152,OPP-5530,Opportunity,Negotiation,2023-02-11,2023-03-09,18.0,USR-3032,0
SH-12153,OPP-5531,,Qualified Lead,2018-10-12,2018-10-14,2.0,USR-3044,0
SH-12154,OPP-5531,Lead,Opportunity,2018-10-14,2018-10-31,17.0,USR-3044,0
SH-12155,OPP-5531,Qualified Lead,Negotiation,2018-10-31,2018-11-17,17.0,USR-3044,0
SH-12156,OPP-5531,Opportunity,Negotiation,2018-11-17,2018-11-26,11.0,USR-3044,0
SH-12157,OPP-5532,,Qualified Lead,2022-11-14,2022-11-23,9.0,USR-3061,0
SH-12158,OPP-5532,Lead,Opportunity,2022-11-23,2022-12-12,19.0,USR-3061,0
SH-12159,OPP-5532,Qualified Lead,Negotiation,2022-12-12,2023-01-11,30.0,USR-3061,0
SH-12160,OPP-5532,Opportunity,Negotiation,2023-01-11,2023-03-08,28.0,USR-3061,0
SH-12161,OPP-5533,,Qualified Lead,2023-08-06,2023-08-16,10.0,USR-3059,0
SH-12162,OPP-5533,Lead,Opportunity,2023-08-16,2023-08-30,14.0,USR-3059,0
SH-12163,OPP-5533,Qualified Lead,Negotiation,2023-08-30,2023-09-10,11.0,USR-3059,0
SH-12164,OPP-5533,Opportunity,Negotiation,2023-09-10,2023-09-26,7.0,USR-3059,0
SH-12165,OPP-5534,,Qualified Lead,2024-12-14,2024-12-17,3.0,USR-3073,0
SH-12166,OPP-5534,Lead,Opportunity,2024-12-17,2024-12-22,5.0,USR-3073,0
SH-12167,OPP-5534,Qualified Lead,Negotiation,2024-12-22,2024-12-31,35.0,USR-3073,0
SH-12168,OPP-5534,Opportunity,Negotiation,2024-12-31,2024-12-31,28.0,USR-3073,0
SH-12169,OPP-5535,,Qualified Lead,2023-06-18,2023-06-27,9.0,USR-3007,0
SH-12170,OPP-5535,Lead,Opportunity,2023-06-27,2023-07-12,15.0,USR-3007,0
SH-12171,OPP-5535,Qualified Lead,Negotiation,2023-07-12,2023-08-05,24.0,USR-3007,0
SH-12172,OPP-5535,Opportunity,Negotiation,2023-08-05,2023-07-11,20.0,USR-3007,0
SH-12173,OPP-5536,,Qualified Lead,2023-03-18,2023-03-21,3.0,USR-3063,0
SH-12174,OPP-5536,Lead,Opportunity,2023-03-21,2023-04-07,17.0,USR-3063,0
SH-12175,OPP-5536,Qualified Lead,Negotiation,2023-04-07,2023-05-09,32.0,USR-3063,0
SH-12176,OPP-5536,Opportunity,Negotiation,2023-05-09,2023-07-06,20.0,USR-3063,0
SH-12177,OPP-5537,,Qualified Lead,2020-08-25,2020-09-02,8.0,USR-3059,0
SH-12178,OPP-5537,Lead,Opportunity,2020-09-02,2020-09-21,19.0,USR-3059,0
SH-12179,OPP-5537,Qualified Lead,Negotiation,2020-09-21,2020-10-19,28.0,USR-3059,0
SH-12180,OPP-5537,Opportunity,Negotiation,2020-10-19,2020-10-29,13.0,USR-3059,0
SH-12181,OPP-5538,,Qualified Lead,2022-04-20,2022-05-01,11.0,USR-3051,0
SH-12182,OPP-5538,Lead,Opportunity,2022-05-01,2022-05-11,10.0,USR-3051,0
SH-12183,OPP-5538,Qualified Lead,Negotiation,2022-05-11,2022-06-05,25.0,USR-3051,0
SH-12184,OPP-5538,Opportunity,Negotiation,2022-06-05,2022-06-05,24.0,USR-3051,0
SH-12185,OPP-5539,,Qualified Lead,2020-10-03,2020-10-08,5.0,USR-3007,0
SH-12186,OPP-5539,Lead,Opportunity,2020-10-08,2020-10-25,17.0,USR-3007,0
SH-12187,OPP-5539,Qualified Lead,Negotiation,2020-10-25,2020-12-14,50.0,USR-3007,0
SH-12188,OPP-5539,Opportunity,Negotiation,2020-12-14,2020-11-30,9.0,USR-3007,0
SH-12189,OPP-5540,,Qualified Lead,2022-12-13,2022-12-22,9.0,USR-3023,0
SH-12190,OPP-5540,Lead,Opportunity,2022-12-22,2022-12-28,6.0,USR-3023,0
SH-12191,OPP-5540,Qualified Lead,Negotiation,2022-12-28,2023-01-29,32.0,USR-3023,0
SH-12192,OPP-5540,Opportunity,Negotiation,2023-01-29,2023-01-14,25.0,USR-3023,0
SH-12193,OPP-5541,,Qualified Lead,2023-05-16,2023-05-28,12.0,USR-3078,0
SH-12194,OPP-5541,Lead,Opportunity,2023-05-28,2023-06-07,10.0,USR-3078,0
SH-12195,OPP-5541,Qualified Lead,Negotiation,2023-06-07,2023-08-08,62.0,USR-3078,0
SH-12196,OPP-5541,Opportunity,Negotiation,2023-08-08,2023-09-27,8.0,USR-3078,0
SH-12197,OPP-5542,,Qualified Lead,2023-11-28,2023-12-09,11.0,USR-3033,0
SH-12198,OPP-5542,Lead,Opportunity,2023-12-09,2023-12-21,12.0,USR-3033,0
SH-12199,OPP-5542,Qualified Lead,Negotiation,2023-12-21,2024-02-13,54.0,USR-3033,0
SH-12200,OPP-5542,Opportunity,Negotiation,2024-02-13,2024-01-26,22.0,USR-3033,0
SH-12201,OPP-5543,,Qualified Lead,2020-06-10,2020-06-12,2.0,USR-3016,0
SH-12202,OPP-5543,Lead,Opportunity,2020-06-12,2020-06-20,8.0,USR-3016,0
SH-12203,OPP-5543,Qualified Lead,Negotiation,2020-06-20,2020-07-24,34.0,USR-3016,0
SH-12204,OPP-5543,Opportunity,Negotiation,2020-07-24,2020-07-06,13.0,USR-3016,0
SH-12205,OPP-5544,,Qualified Lead,2023-09-02,2023-09-06,4.0,USR-3037,0
SH-12206,OPP-5544,Lead,Opportunity,2023-09-06,2023-09-19,13.0,USR-3037,0
SH-12207,OPP-5544,Qualified Lead,Negotiation,2023-09-19,2023-09-29,10.0,USR-3037,0
SH-12208,OPP-5544,Opportunity,Negotiation,2023-09-29,2023-10-22,23.0,USR-3037,0
SH-12209,OPP-5545,,Qualified Lead,2023-06-17,2023-06-20,3.0,USR-3051,0
SH-12210,OPP-5545,Lead,Opportunity,2023-06-20,2023-07-05,15.0,USR-3051,0
SH-12211,OPP-5545,Qualified Lead,Negotiation,2023-07-05,2023-08-09,35.0,USR-3051,0
SH-12212,OPP-5545,Opportunity,Negotiation,2023-08-09,2023-08-05,28.0,USR-3051,0
SH-12213,OPP-5546,,Qualified Lead,2024-07-02,2024-07-10,8.0,USR-3004,0
SH-12214,OPP-5546,Lead,Opportunity,2024-07-10,2024-07-23,13.0,USR-3004,0
SH-12215,OPP-5546,Qualified Lead,Negotiation,2024-07-23,2024-09-20,59.0,USR-3004,0
SH-12216,OPP-5546,Opportunity,Negotiation,2024-09-20,2024-08-10,32.0,USR-3004,0
SH-12217,OPP-5547,,Qualified Lead,2023-11-19,2023-11-25,6.0,USR-3037,0
SH-12218,OPP-5547,Lead,Opportunity,2023-11-25,2023-12-10,15.0,USR-3037,0
SH-12219,OPP-5547,Qualified Lead,Negotiation,2023-12-10,2024-01-02,23.0,USR-3037,0
SH-12220,OPP-5547,Opportunity,Negotiation,2024-01-02,2024-02-05,13.0,USR-3037,0
SH-12221,OPP-5548,,Qualified Lead,2022-05-07,2022-05-11,4.0,USR-3065,0
SH-12222,OPP-5548,Lead,Opportunity,2022-05-11,2022-05-20,9.0,USR-3065,0
SH-12223,OPP-5548,Qualified Lead,Negotiation,2022-05-20,2022-07-10,51.0,USR-3065,0
SH-12224,OPP-5548,Opportunity,Negotiation,2022-07-10,2022-08-24,28.0,USR-3065,0
SH-12225,OPP-5548,Negotiation,Opportunity,2022-08-10,,,USR-3065,1
SH-12226,OPP-5549,,Qualified Lead,2021-09-09,2021-09-21,12.0,USR-3032,0
SH-12227,OPP-5549,Lead,Opportunity,2021-09-21,2021-10-08,17.0,USR-3032,0
SH-12228,OPP-5549,Qualified Lead,Negotiation,2021-10-08,2021-11-01,24.0,USR-3032,0
SH-12229,OPP-5549,Opportunity,Negotiation,2021-11-01,2021-10-22,23.0,USR-3032,0
SH-12230,OPP-5550,,Qualified Lead,2024-09-01,2024-09-13,12.0,USR-3052,0
SH-12231,OPP-5550,Lead,Qualified Lead,2024-09-13,,14.0,USR-3052,0
SH-12232,OPP-5551,,Qualified Lead,2024-11-11,2024-11-21,10.0,USR-3013,0
SH-12233,OPP-5551,Lead,Opportunity,2024-11-21,2024-11-26,5.0,USR-3013,0
SH-12234,OPP-5551,Qualified Lead,Negotiation,2024-11-26,2024-12-30,34.0,USR-3013,0
SH-12235,OPP-5551,Opportunity,Negotiation,2024-12-30,2024-12-09,18.0,USR-3013,0
SH-12236,OPP-5552,,Qualified Lead,2018-02-13,2018-02-19,6.0,USR-3002,0
SH-12237,OPP-5552,Lead,Opportunity,2018-02-19,2018-03-11,20.0,USR-3002,0
SH-12238,OPP-5552,Qualified Lead,Negotiation,2018-03-11,2018-03-30,19.0,USR-3002,0
SH-12239,OPP-5552,Opportunity,Negotiation,2018-03-30,2018-03-24,12.0,USR-3002,0
SH-12240,OPP-5552,Negotiation,Opportunity,2018-04-13,,,USR-3002,1
SH-12241,OPP-5553,,Qualified Lead,2018-10-17,2018-10-27,10.0,USR-3002,0
SH-12242,OPP-5553,Lead,Opportunity,2018-10-27,2018-11-05,9.0,USR-3002,0
SH-12243,OPP-5553,Qualified Lead,Negotiation,2018-11-05,2018-11-22,17.0,USR-3002,0
SH-12244,OPP-5553,Opportunity,Negotiation,2018-11-22,2018-11-07,16.0,USR-3002,0
SH-12245,OPP-5554,,Qualified Lead,2015-12-28,2016-01-02,5.0,USR-3021,0
SH-12246,OPP-5554,Lead,Opportunity,2016-01-02,2016-01-21,19.0,USR-3021,0
SH-12247,OPP-5554,Qualified Lead,Negotiation,2016-01-21,2016-02-03,13.0,USR-3021,0
SH-12248,OPP-5554,Opportunity,Negotiation,2016-02-03,2016-01-23,16.0,USR-3021,0
SH-12249,OPP-5555,,Qualified Lead,2020-12-28,2021-01-03,6.0,USR-3076,0
SH-12250,OPP-5555,Lead,Opportunity,2021-01-03,2021-01-14,11.0,USR-3076,0
SH-12251,OPP-5555,Qualified Lead,Negotiation,2021-01-14,2021-02-14,31.0,USR-3076,0
SH-12252,OPP-5555,Opportunity,Negotiation,2021-02-14,2021-02-25,23.0,USR-3076,0
SH-12253,OPP-5556,,Qualified Lead,2020-05-14,2020-05-16,2.0,USR-3017,0
SH-12254,OPP-5556,Lead,Opportunity,2020-05-16,2020-05-24,8.0,USR-3017,0
SH-12255,OPP-5556,Qualified Lead,Negotiation,2020-05-24,2020-06-10,17.0,USR-3017,0
SH-12256,OPP-5556,Opportunity,Negotiation,2020-06-10,2020-06-10,21.0,USR-3017,0
SH-12257,OPP-5557,,Qualified Lead,2019-09-20,2019-09-24,4.0,USR-3052,0
SH-12258,OPP-5557,Lead,Opportunity,2019-09-24,2019-10-07,13.0,USR-3052,0
SH-12259,OPP-5557,Qualified Lead,Negotiation,2019-10-07,2019-11-05,29.0,USR-3052,0
SH-12260,OPP-5557,Opportunity,Negotiation,2019-11-05,2019-11-28,12.0,USR-3052,0
SH-12261,OPP-5558,,Qualified Lead,2019-08-28,2019-09-03,6.0,USR-3073,0
SH-12262,OPP-5558,Lead,Opportunity,2019-09-03,2019-09-09,6.0,USR-3073,0
SH-12263,OPP-5558,Qualified Lead,Negotiation,2019-09-09,2019-10-14,35.0,USR-3073,0
SH-12264,OPP-5558,Opportunity,Negotiation,2019-10-14,2019-11-19,25.0,USR-3073,0
SH-12265,OPP-5559,,Qualified Lead,2021-10-02,2021-10-10,8.0,USR-3002,0
SH-12266,OPP-5559,Lead,Opportunity,2021-10-10,2021-10-25,15.0,USR-3002,0
SH-12267,OPP-5559,Qualified Lead,Negotiation,2021-10-25,2021-12-05,41.0,USR-3002,0
SH-12268,OPP-5559,Opportunity,Negotiation,2021-12-05,2021-11-06,21.0,USR-3002,0
SH-12269,OPP-5560,,Qualified Lead,2016-09-12,2016-09-19,7.0,USR-3044,0
SH-12270,OPP-5560,Lead,Opportunity,2016-09-19,2016-10-01,12.0,USR-3044,0
SH-12271,OPP-5560,Qualified Lead,Negotiation,2016-10-01,2016-10-31,30.0,USR-3044,0
SH-12272,OPP-5560,Opportunity,Negotiation,2016-10-31,2016-10-15,21.0,USR-3044,0
SH-12273,OPP-5561,,Qualified Lead,2016-02-24,2016-02-27,3.0,USR-3027,0
SH-12274,OPP-5561,Lead,Opportunity,2016-02-27,2016-03-08,10.0,USR-3027,0
SH-12275,OPP-5561,Qualified Lead,Negotiation,2016-03-08,2016-03-22,14.0,USR-3027,0
SH-12276,OPP-5561,Opportunity,Negotiation,2016-03-22,2016-04-25,7.0,USR-3027,0
SH-12277,OPP-5562,,Qualified Lead,2018-11-10,2018-11-13,3.0,USR-3062,0
SH-12278,OPP-5562,Lead,Opportunity,2018-11-13,2018-11-28,15.0,USR-3062,0
SH-12279,OPP-5562,Qualified Lead,Negotiation,2018-11-28,2019-01-02,35.0,USR-3062,0
SH-12280,OPP-5562,Opportunity,Negotiation,2019-01-02,2019-01-01,25.0,USR-3062,0
SH-12281,OPP-5563,,Qualified Lead,2022-05-15,2022-05-27,12.0,USR-3072,0
SH-12282,OPP-5563,Lead,Opportunity,2022-05-27,2022-06-02,6.0,USR-3072,0
SH-12283,OPP-5563,Qualified Lead,Negotiation,2022-06-02,2022-06-22,20.0,USR-3072,0
SH-12284,OPP-5563,Opportunity,Negotiation,2022-06-22,2022-06-23,19.0,USR-3072,0
SH-12285,OPP-5563,Negotiation,Opportunity,2022-07-13,,,USR-3072,1
SH-12286,OPP-5564,,Qualified Lead,2017-12-28,2018-01-01,4.0,USR-3041,0
SH-12287,OPP-5564,Lead,Opportunity,2018-01-01,2018-01-14,13.0,USR-3041,0
SH-12288,OPP-5564,Qualified Lead,Negotiation,2018-01-14,2018-02-08,25.0,USR-3041,0
SH-12289,OPP-5564,Opportunity,Negotiation,2018-02-08,2018-01-29,27.0,USR-3041,0
SH-12290,OPP-5564,Negotiation,Opportunity,2018-03-09,,,USR-3041,1
SH-12291,OPP-5565,,Qualified Lead,2024-12-24,2024-12-31,12.0,USR-3076,0
SH-12292,OPP-5565,Lead,Opportunity,2024-12-31,2024-12-31,7.0,USR-3076,0
SH-12293,OPP-5565,Qualified Lead,Negotiation,2024-12-31,2024-12-31,17.0,USR-3076,0
SH-12294,OPP-5565,Opportunity,Negotiation,2024-12-31,2024-12-31,13.0,USR-3076,0
SH-12295,OPP-5566,,Qualified Lead,2017-04-26,2017-04-28,2.0,USR-3066,0
SH-12296,OPP-5566,Lead,Opportunity,2017-04-28,2017-05-04,6.0,USR-3066,0
SH-12297,OPP-5566,Qualified Lead,Negotiation,2017-05-04,2017-05-26,22.0,USR-3066,0
SH-12298,OPP-5566,Opportunity,Negotiation,2017-05-26,2017-06-23,24.0,USR-3066,0
SH-12299,OPP-5567,,Qualified Lead,2017-11-27,2017-12-08,11.0,USR-3054,0
