contract_id,opportunity_id,account_id,contract_start_date,contract_end_date,contract_duration_months,contract_value,payment_terms,signed_date,contract_status,has_royalty_clause,royalty_pct,royalty_threshold_usd,number_of_revisions
CON-8639,OPP-4901,ACC-1124,2020-04-27,2023-04-12,36,62000,Net 60,2020-04-27,Renewed,0,,,5
CON-8640,OPP-4902,ACC-1035,2018-04-28,2018-10-25,6,102000,Net 30,2018-04-28,Expired,0,,,2
CON-8641,OPP-4906,ACC-1023,2024-03-28,2025-03-23,12,259500,Upon signing,2024-03-28,Active,0,,,0
CON-8642,OPP-4907,ACC-1023,2022-02-07,2024-01-28,24,1200000,Net 30,2022-02-07,Renewed,1,8.8,1560000.0,0
CON-8643,OPP-4908,ACC-1190,2018-12-26,2019-06-24,6,74000,Net 30,2018-12-26,Active,0,,,4
CON-8644,OPP-4910,ACC-1133,2020-09-08,2021-09-03,12,179000,Net 60,2020-09-08,Active,0,,,4
CON-8645,OPP-4913,ACC-1135,2020-06-21,2022-06-11,24,290000,Net 30,2020-06-21,Expired,1,8.5,377000.0,4
CON-8646,OPP-4915,ACC-1070,2020-08-11,2021-02-07,6,184500,Net 30,2020-08-11,Renewed,0,,,4
CON-8647,OPP-4916,ACC-1152,2021-07-06,2022-01-02,6,264500,50% upfront / 50% on delivery,2021-07-06,Expired,0,,,5
CON-8648,OPP-4917,ACC-1025,2023-12-30,2024-06-27,6,106000,Net 30,2023-12-30,Active,0,,,5
CON-8649,OPP-4919,ACC-1200,2024-03-16,2024-09-12,6,91000,Monthly instalments,2024-03-16,Active,0,,,2
CON-8650,OPP-4920,ACC-1088,2021-01-15,2023-01-05,24,72000,Net 60,2021-01-15,Expired,0,,,4
CON-8651,OPP-4921,ACC-1152,2024-12-15,2026-12-05,24,146500,50% upfront / 50% on delivery,2024-12-15,Active,1,5.1,190000.0,4
CON-8652,OPP-4922,ACC-1055,2023-03-21,2025-03-10,24,97000,50% upfront / 50% on delivery,2023-03-21,Expired,0,,,2
CON-8653,OPP-4923,ACC-1016,2021-10-21,2023-10-11,24,99500,Monthly instalments,2021-10-21,Expired,0,,,5
CON-8654,OPP-4924,ACC-1175,2017-06-25,2020-06-09,36,144500,Net 60,2017-06-25,Expired,0,,,4
CON-8655,OPP-4926,ACC-1145,2019-11-24,2021-05-17,18,468000,Net 30,2019-11-24,Active,1,7.5,608000.0,4
CON-8656,OPP-4927,ACC-1162,2023-03-20,2024-03-14,12,93000,Monthly instalments,2023-03-20,Cancelled,0,,,5
CON-8657,OPP-4929,ACC-1214,2019-04-03,2019-09-30,6,193500,Monthly instalments,2019-04-03,Active,0,,,4
CON-8658,OPP-4931,ACC-1043,2019-09-01,2021-02-22,18,625000,50% upfront / 50% on delivery,2019-09-01,Active,1,5.9,812000.0,3
CON-8659,OPP-4933,ACC-1048,2022-05-16,2022-11-12,6,255000,Monthly instalments,2022-05-16,Active,0,,,2
CON-8660,OPP-4934,ACC-1024,2016-04-08,2017-04-03,12,217000,Upon signing,2016-04-08,Active,0,,,3
CON-8661,OPP-4935,ACC-1191,2022-11-28,2023-05-27,6,142500,Monthly instalments,2022-11-28,Renewed,1,11.6,185000.0,0
CON-8662,OPP-4936,ACC-1219,2017-02-22,2017-08-21,6,500000,Upon signing,2017-02-22,Expired,0,,,5
CON-8663,OPP-4937,ACC-1168,2024-05-15,2025-05-10,12,1200000,Upon signing,2024-05-15,Cancelled,1,11.0,1560000.0,1
CON-8664,OPP-4938,ACC-1034,2016-03-12,2017-03-07,12,300500,Monthly instalments,2016-03-12,Cancelled,0,,,2
CON-8665,OPP-4939,ACC-1147,2022-10-19,2024-04-11,18,127500,Monthly instalments,2022-10-19,Active,1,14.1,166000.0,2
CON-8666,OPP-4942,ACC-1137,2017-03-08,2020-02-21,36,290000,Upon signing,2017-03-08,Active,0,,,0
CON-8667,OPP-4945,ACC-1021,2023-07-15,2025-07-04,24,114500,Monthly instalments,2023-07-15,Renewed,0,,,4
CON-8668,OPP-4946,ACC-1175,2022-04-23,2025-04-07,36,350000,Net 30,2022-04-23,Expired,0,,,5
CON-8669,OPP-4947,ACC-1034,2024-05-18,2024-11-14,6,508500,Net 60,2024-05-18,Renewed,1,5.2,661000.0,1
CON-8670,OPP-4948,ACC-1217,2023-01-28,2023-07-27,6,119500,Upon signing,2023-01-28,Renewed,0,,,3
CON-8671,OPP-4950,ACC-1057,2018-05-15,2020-05-04,24,95000,Net 60,2018-05-15,Renewed,0,,,2
CON-8672,OPP-4953,ACC-1020,2019-08-25,2021-02-15,18,368000,Upon signing,2019-08-25,Cancelled,1,5.3,478000.0,3
CON-8673,OPP-4954,ACC-1152,2020-01-25,2023-01-09,36,258000,Upon signing,2020-01-25,Renewed,0,,,4
CON-8674,OPP-4955,ACC-1070,2018-12-22,2021-12-06,36,102000,Net 60,2018-12-22,Active,0,,,1
CON-8675,OPP-4959,ACC-1012,2021-11-01,2024-10-16,36,314000,Net 60,2021-11-01,Expired,0,,,1
CON-8676,OPP-4960,ACC-1056,2020-04-13,2020-10-10,6,306500,Net 60,2020-04-13,Active,1,14.7,398000.0,4
CON-8677,OPP-4962,ACC-1186,2016-05-06,2019-04-21,36,167000,Upon signing,2016-05-06,Expired,0,,,2
CON-8678,OPP-4963,ACC-1196,2023-10-17,2024-10-11,12,142000,Upon signing,2023-10-17,Active,0,,,0
CON-8679,OPP-4964,ACC-1181,2021-08-05,2022-02-01,6,431000,Net 30,2021-08-05,Expired,0,,,2
CON-8680,OPP-4965,ACC-1090,2024-04-10,2026-03-31,24,279500,Monthly instalments,2024-04-10,Expired,0,,,1
CON-8681,OPP-4966,ACC-1176,2023-05-16,2026-04-30,36,315000,Upon signing,2023-05-16,Renewed,0,,,4
CON-8682,OPP-4969,ACC-1066,2021-07-21,2022-01-17,6,194000,50% upfront / 50% on delivery,2021-07-21,Active,0,,,4
CON-8683,OPP-4974,ACC-1092,2018-03-30,2019-03-25,12,230500,Net 60,2018-03-30,Expired,0,,,2
CON-8684,OPP-4975,ACC-1084,2018-10-28,2019-10-23,12,109500,Net 30,2018-10-28,Active,0,,,4
CON-8685,OPP-4976,ACC-1015,2023-12-10,2024-12-04,12,265000,Monthly instalments,2023-12-10,Renewed,0,,,1
CON-8686,OPP-4977,ACC-1034,2017-03-15,2020-02-28,36,254000,50% upfront / 50% on delivery,2017-03-15,Active,0,,,3
CON-8687,OPP-4979,ACC-1178,2021-08-28,2023-02-19,18,128500,Monthly instalments,2021-08-28,Active,0,,,5
CON-8688,OPP-4980,ACC-1084,2018-02-25,2018-08-24,6,131000,Net 60,2018-02-25,Active,0,,,2
CON-8689,OPP-4981,ACC-1090,2023-08-20,2024-08-14,12,272500,Upon signing,2023-08-20,Active,0,,,0
CON-8690,OPP-4982,ACC-1035,2024-08-14,2026-08-04,24,152000,Net 60,2024-08-14,Expired,0,,,1
CON-8691,OPP-4983,ACC-1079,2020-05-06,2023-04-21,36,350000,50% upfront / 50% on delivery,2020-05-06,Active,0,,,0
CON-8692,OPP-4985,ACC-1151,2023-04-15,2024-10-06,18,216000,Net 30,2023-04-15,Active,0,,,4
CON-8693,OPP-4986,ACC-1218,2023-01-23,2024-01-18,12,112000,Monthly instalments,2023-01-23,Active,0,,,4
CON-8694,OPP-4988,ACC-1192,2024-02-11,2027-01-26,36,80500,Upon signing,2024-02-11,Active,0,,,3
CON-8695,OPP-4989,ACC-1194,2017-02-22,2019-02-12,24,155500,Net 30,2017-02-22,Active,0,,,5
CON-8696,OPP-4990,ACC-1194,2017-11-08,2019-10-29,24,280000,Upon signing,2017-11-08,Active,0,,,2
CON-8697,OPP-4991,ACC-1094,2020-11-11,2021-05-10,6,267500,50% upfront / 50% on delivery,2020-11-11,Active,0,,,4
CON-8698,OPP-4992,ACC-1037,2021-12-09,2023-06-02,18,94500,50% upfront / 50% on delivery,2021-12-09,Active,0,,,3
CON-8699,OPP-4993,ACC-1135,2018-10-08,2019-04-06,6,35500,Net 30,2018-10-08,Active,0,,,3
CON-8700,OPP-4994,ACC-1141,2017-11-22,2018-05-21,6,152500,Net 30,2017-11-22,Expired,0,,,5
CON-8701,OPP-4995,ACC-1048,2017-10-09,2019-04-02,18,91000,50% upfront / 50% on delivery,2017-10-09,Expired,0,,,2
CON-8702,OPP-4997,ACC-1071,2024-02-08,2026-01-28,24,572500,Upon signing,2024-02-08,Renewed,1,6.2,744000.0,1
CON-8703,OPP-4998,ACC-1077,2023-03-18,2026-03-02,36,187000,Upon signing,2023-03-18,Cancelled,0,,,0
CON-8704,OPP-4999,ACC-1108,2019-08-24,2020-02-20,6,68000,Monthly instalments,2019-08-24,Expired,0,,,4
CON-8705,OPP-5001,ACC-1171,2023-08-06,2025-01-27,18,132500,50% upfront / 50% on delivery,2023-08-06,Active,0,,,0
CON-8706,OPP-5002,ACC-1044,2022-06-23,2025-06-07,36,80000,Net 60,2022-06-23,Active,0,,,4
CON-8707,OPP-5007,ACC-1203,2016-03-23,2018-03-13,24,263000,Monthly instalments,2016-03-23,Active,0,,,3
CON-8708,OPP-5009,ACC-1064,2017-07-29,2020-07-13,36,351000,Monthly instalments,2017-07-29,Expired,1,7.3,456000.0,4
CON-8709,OPP-5010,ACC-1056,2017-03-17,2017-09-13,6,91000,Net 60,2017-03-17,Expired,0,,,5
CON-8710,OPP-5011,ACC-1151,2023-05-19,2024-11-09,18,150000,Upon signing,2023-05-19,Expired,0,,,3
CON-8711,OPP-5012,ACC-1078,2023-08-07,2025-01-28,18,142500,Net 60,2023-08-07,Active,0,,,2
CON-8712,OPP-5013,ACC-1196,2016-11-18,2017-11-13,12,339500,Upon signing,2016-11-18,Expired,0,,,5
CON-8713,OPP-5016,ACC-1055,2017-07-28,2019-01-19,18,909000,50% upfront / 50% on delivery,2017-07-28,Active,1,12.9,1182000.0,5
CON-8714,OPP-5017,ACC-1185,2022-12-20,2023-12-15,12,78000,Net 30,2022-12-20,Expired,0,,,0
CON-8715,OPP-5018,ACC-1057,2015-10-09,2018-09-23,36,141000,Net 60,2015-10-09,Cancelled,0,,,1
CON-8716,OPP-5021,ACC-1113,2018-07-14,2020-07-03,24,240000,Net 60,2018-07-14,Active,0,,,4
CON-8717,OPP-5022,ACC-1185,2018-09-29,2020-09-18,24,102500,Monthly instalments,2018-09-29,Active,0,,,4
CON-8718,OPP-5024,ACC-1156,2021-10-18,2022-10-13,12,253500,50% upfront / 50% on delivery,2021-10-18,Active,0,,,3
CON-8719,OPP-5025,ACC-1005,2022-03-20,2025-03-04,36,98500,Net 30,2022-03-20,Expired,0,,,5
CON-8720,OPP-5026,ACC-1083,2018-12-08,2020-05-31,18,126500,Net 30,2018-12-08,Active,0,,,5
CON-8721,OPP-5027,ACC-1015,2020-10-28,2022-04-21,18,176500,Upon signing,2020-10-28,Cancelled,0,,,1
CON-8722,OPP-5028,ACC-1128,2023-01-08,2025-12-23,36,67500,Net 30,2023-01-08,Renewed,0,,,2
CON-8723,OPP-5030,ACC-1039,2023-01-10,2024-07-03,18,276500,Monthly instalments,2023-01-10,Renewed,0,,,1
CON-8724,OPP-5031,ACC-1103,2021-03-22,2021-09-18,6,114000,Monthly instalments,2021-03-22,Expired,0,,,4
CON-8725,OPP-5032,ACC-1025,2018-05-07,2018-11-03,6,534500,Net 60,2018-05-07,Expired,1,9.8,695000.0,1
CON-8726,OPP-5033,ACC-1164,2021-06-29,2021-12-26,6,255500,50% upfront / 50% on delivery,2021-06-29,Active,0,,,3
CON-8727,OPP-5034,ACC-1136,2023-12-08,2024-12-02,12,1155500,Net 30,2023-12-08,Renewed,1,10.2,1502000.0,4
CON-8728,OPP-5035,ACC-1171,2022-03-08,2025-02-20,36,74000,50% upfront / 50% on delivery,2022-03-08,Active,0,,,0
CON-8729,OPP-5036,ACC-1105,2023-01-02,2024-06-25,18,94500,Monthly instalments,2023-01-02,Expired,0,,,2
CON-8730,OPP-5037,ACC-1175,2018-08-23,2020-02-14,18,113500,Net 60,2018-08-23,Active,0,,,1
CON-8731,OPP-5038,ACC-1214,2021-10-13,2023-04-06,18,240000,Monthly instalments,2021-10-13,Active,0,,,5
CON-8732,OPP-5039,ACC-1067,2019-12-22,2021-06-14,18,500000,Net 60,2019-12-22,Expired,0,,,4
CON-8733,OPP-5040,ACC-1041,2017-09-13,2020-08-28,36,512500,Net 30,2017-09-13,Expired,1,9.6,666000.0,5
CON-8734,OPP-5041,ACC-1133,2023-04-10,2024-04-04,12,405500,Net 60,2023-04-10,Expired,1,12.7,527000.0,5
CON-8735,OPP-5043,ACC-1184,2023-07-28,2025-07-17,24,142500,Net 60,2023-07-28,Expired,0,,,5
CON-8736,OPP-5044,ACC-1196,2024-01-25,2024-07-23,6,111500,Net 30,2024-01-25,Active,0,,,3
CON-8737,OPP-5045,ACC-1106,2015-11-10,2018-10-25,36,417000,50% upfront / 50% on delivery,2015-11-10,Renewed,0,,,0
CON-8738,OPP-5047,ACC-1029,2024-10-22,2027-10-07,36,158000,50% upfront / 50% on delivery,2024-10-22,Active,0,,,4
CON-8739,OPP-5049,ACC-1217,2021-06-07,2022-06-02,12,129500,50% upfront / 50% on delivery,2021-06-07,Renewed,0,,,3
CON-8740,OPP-5050,ACC-1014,2023-08-22,2025-02-12,18,465000,Upon signing,2023-08-22,Expired,1,14.4,604000.0,4
CON-8741,OPP-5051,ACC-1162,2021-09-24,2023-09-14,24,284500,Monthly instalments,2021-09-24,Renewed,0,,,1
CON-8742,OPP-5052,ACC-1171,2017-12-01,2018-05-30,6,96000,50% upfront / 50% on delivery,2017-12-01,Expired,0,,,1
CON-8743,OPP-5055,ACC-1051,2019-12-24,2021-12-13,24,649000,50% upfront / 50% on delivery,2019-12-24,Expired,1,10.1,844000.0,5
CON-8744,OPP-5056,ACC-1021,2022-05-17,2023-05-12,12,50500,Monthly instalments,2022-05-17,Expired,0,,,0
CON-8745,OPP-5057,ACC-1203,2021-08-03,2022-07-29,12,35000,Net 30,2021-08-03,Renewed,0,,,4
CON-8746,OPP-5059,ACC-1071,2021-11-17,2024-11-01,36,285000,50% upfront / 50% on delivery,2021-11-17,Expired,0,,,4
CON-8747,OPP-5060,ACC-1150,2024-10-12,2026-10-02,24,439000,Monthly instalments,2024-10-12,Active,1,8.3,571000.0,3
CON-8748,OPP-5061,ACC-1087,2018-02-19,2019-08-13,18,218000,Net 30,2018-02-19,Active,0,,,1
CON-8749,OPP-5063,ACC-1084,2023-05-31,2026-05-15,36,510500,Net 60,2023-05-31,Renewed,1,13.5,664000.0,1
CON-8750,OPP-5064,ACC-1155,2023-07-07,2024-01-03,6,500000,50% upfront / 50% on delivery,2023-07-07,Active,0,,,4
CON-8751,OPP-5066,ACC-1185,2022-05-18,2022-11-14,6,46000,Monthly instalments,2022-05-18,Cancelled,0,,,5
CON-8752,OPP-5068,ACC-1143,2024-09-30,2026-03-24,18,105500,Monthly instalments,2024-09-30,Renewed,0,,,0
CON-8753,OPP-5069,ACC-1196,2018-10-20,2021-10-04,36,234000,Net 30,2018-10-20,Expired,0,,,2
CON-8754,OPP-5070,ACC-1121,2017-12-15,2019-12-05,24,404000,Monthly instalments,2017-12-15,Expired,0,,,0
CON-8755,OPP-5072,ACC-1178,2021-07-28,2022-07-23,12,277500,Upon signing,2021-07-28,Active,0,,,3
CON-8756,OPP-5075,ACC-1214,2020-03-30,2021-03-25,12,370500,50% upfront / 50% on delivery,2020-03-30,Active,0,,,1
CON-8757,OPP-5076,ACC-1133,2020-05-01,2021-04-26,12,61500,Upon signing,2020-05-01,Renewed,0,,,5
CON-8758,OPP-5077,ACC-1209,2020-07-07,2023-06-22,36,66000,Net 60,2020-07-07,Active,0,,,1
CON-8759,OPP-5078,ACC-1036,2020-08-23,2021-08-18,12,47500,Monthly instalments,2020-08-23,Expired,0,,,2
CON-8760,OPP-5079,ACC-1081,2024-10-30,2027-10-15,36,239500,Net 30,2024-10-30,Renewed,0,,,5
CON-8761,OPP-5080,ACC-1157,2023-12-22,2026-12-06,36,305000,50% upfront / 50% on delivery,2023-12-22,Renewed,0,,,2
CON-8762,OPP-5081,ACC-1068,2016-01-29,2019-01-13,36,187000,Net 60,2016-01-29,Expired,0,,,1
CON-8763,OPP-5082,ACC-1051,2024-11-20,2026-05-14,18,552500,50% upfront / 50% on delivery,2024-11-20,Active,1,12.5,718000.0,0
CON-8764,OPP-5083,ACC-1194,2020-11-25,2022-11-15,24,52000,Net 30,2020-11-25,Expired,0,,,1
CON-8765,OPP-5084,ACC-1005,2021-08-12,2022-02-08,6,196500,Net 30,2021-08-12,Active,1,10.7,255000.0,3
CON-8766,OPP-5085,ACC-1021,2023-07-25,2024-07-19,12,89500,Net 60,2023-07-25,Active,0,,,4
CON-8767,OPP-5086,ACC-1214,2016-05-12,2016-11-08,6,267000,Upon signing,2016-05-12,Expired,0,,,4
CON-8768,OPP-5087,ACC-1025,2017-07-03,2017-12-30,6,417000,Monthly instalments,2017-07-03,Renewed,0,,,2
CON-8769,OPP-5088,ACC-1104,2017-08-05,2020-07-20,36,480000,Net 30,2017-08-05,Cancelled,1,10.3,624000.0,3
CON-8770,OPP-5089,ACC-1212,2015-07-08,2018-06-22,36,219500,Upon signing,2015-07-08,Expired,0,,,5
CON-8771,OPP-5091,ACC-1007,2019-08-12,2020-02-08,6,577000,Net 60,2019-08-12,Active,1,12.4,750000.0,0
CON-8772,OPP-5092,ACC-1006,2018-09-09,2020-03-02,18,286500,Monthly instalments,2018-09-09,Active,0,,,5
CON-8773,OPP-5094,ACC-1028,2021-12-29,2023-12-19,24,143000,Monthly instalments,2021-12-29,Cancelled,0,,,4
CON-8774,OPP-5095,ACC-1194,2019-12-10,2021-06-02,18,67000,Upon signing,2019-12-10,Renewed,0,,,2
CON-8775,OPP-5096,ACC-1069,2017-12-03,2018-11-28,12,101500,50% upfront / 50% on delivery,2017-12-03,Active,0,,,0
CON-8776,OPP-5097,ACC-1107,2019-05-17,2022-05-01,36,135000,Upon signing,2019-05-17,Active,0,,,1
CON-8777,OPP-5098,ACC-1088,2021-08-19,2022-02-15,6,255000,Upon signing,2021-08-19,Renewed,0,,,5
CON-8778,OPP-5099,ACC-1193,2023-12-26,2025-06-18,18,105000,Net 30,2023-12-26,Expired,0,,,3
CON-8779,OPP-5101,ACC-1216,2016-06-30,2019-06-15,36,110000,Net 60,2016-06-30,Active,0,,,5
CON-8780,OPP-5102,ACC-1071,2021-06-09,2023-05-30,24,51000,Net 30,2021-06-09,Renewed,0,,,3
CON-8781,OPP-5103,ACC-1043,2024-05-31,2026-05-21,24,129500,Net 30,2024-05-31,Cancelled,0,,,2
CON-8782,OPP-5104,ACC-1000,2015-09-01,2017-02-22,18,82000,Net 30,2015-09-01,Active,0,,,0
CON-8783,OPP-5105,ACC-1132,2017-05-27,2020-05-11,36,231500,Net 60,2017-05-27,Expired,0,,,0
CON-8784,OPP-5106,ACC-1051,2023-09-07,2025-02-28,18,143500,Upon signing,2023-09-07,Active,0,,,3
CON-8785,OPP-5107,ACC-1139,2024-12-31,2025-06-29,6,123500,Upon signing,2024-12-31,Expired,0,,,1
CON-8786,OPP-5108,ACC-1024,2024-03-13,2027-02-26,36,158000,50% upfront / 50% on delivery,2024-03-13,Renewed,0,,,3
CON-8787,OPP-5110,ACC-1082,2024-10-20,2027-10-05,36,207500,Monthly instalments,2024-10-20,Expired,0,,,4
CON-8788,OPP-5111,ACC-1140,2018-10-12,2019-04-10,6,62500,Net 60,2018-10-12,Expired,0,,,0
CON-8789,OPP-5112,ACC-1114,2024-03-29,2025-03-24,12,248000,Monthly instalments,2024-03-29,Active,0,,,5
CON-8790,OPP-5114,ACC-1197,2021-06-13,2023-06-03,24,68500,Monthly instalments,2021-06-13,Active,0,,,2
CON-8791,OPP-5115,ACC-1029,2016-09-19,2018-03-13,18,125500,Net 30,2016-09-19,Renewed,0,,,0
CON-8792,OPP-5121,ACC-1019,2024-08-27,2025-02-23,6,1020500,Net 60,2024-08-27,Active,1,8.5,1327000.0,5
CON-8793,OPP-5124,ACC-1215,2022-12-01,2024-11-20,24,149500,Net 60,2022-12-01,Expired,0,,,0
CON-8794,OPP-5125,ACC-1164,2023-04-12,2024-04-06,12,126000,Monthly instalments,2023-04-12,Renewed,0,,,5
CON-8795,OPP-5126,ACC-1059,2018-12-10,2020-11-29,24,1113500,Net 60,2018-12-10,Cancelled,1,12.1,1448000.0,2
CON-8796,OPP-5127,ACC-1137,2024-08-13,2025-08-08,12,89500,Monthly instalments,2024-08-13,Expired,0,,,5
CON-8797,OPP-5128,ACC-1079,2022-08-09,2024-01-31,18,250000,Net 30,2022-08-09,Renewed,1,13.3,325000.0,5
CON-8798,OPP-5129,ACC-1001,2021-04-18,2022-04-13,12,501500,Monthly instalments,2021-04-18,Expired,1,14.5,652000.0,1
CON-8799,OPP-5130,ACC-1152,2021-10-25,2024-10-09,36,359500,Upon signing,2021-10-25,Expired,0,,,0
CON-8800,OPP-5131,ACC-1208,2019-01-21,2019-07-20,6,359500,Net 60,2019-01-21,Renewed,1,12.8,467000.0,3
CON-8801,OPP-5132,ACC-1194,2022-10-27,2024-04-19,18,131000,50% upfront / 50% on delivery,2022-10-27,Expired,0,,,2
CON-8802,OPP-5133,ACC-1019,2024-08-23,2026-08-13,24,288000,Net 60,2024-08-23,Renewed,1,14.4,374000.0,3
CON-8803,OPP-5134,ACC-1199,2022-02-14,2024-02-04,24,104000,Monthly instalments,2022-02-14,Renewed,0,,,5
CON-8804,OPP-5136,ACC-1093,2021-01-07,2023-12-23,36,149000,50% upfront / 50% on delivery,2021-01-07,Expired,0,,,3
CON-8805,OPP-5137,ACC-1041,2020-02-12,2021-08-05,18,117000,Monthly instalments,2020-02-12,Expired,0,,,0
CON-8806,OPP-5139,ACC-1076,2020-02-13,2022-02-02,24,239500,Monthly instalments,2020-02-13,Active,0,,,2
CON-8807,OPP-5140,ACC-1158,2021-07-11,2023-01-02,18,114500,50% upfront / 50% on delivery,2021-07-11,Active,0,,,0
CON-8808,OPP-5141,ACC-1207,2023-06-17,2026-06-01,36,286500,Upon signing,2023-06-17,Active,0,,,2
CON-8809,OPP-5145,ACC-1195,2017-12-21,2020-12-05,36,655000,Net 30,2017-12-21,Renewed,1,12.0,852000.0,0
CON-8810,OPP-5146,ACC-1009,2016-03-31,2018-03-21,24,358000,50% upfront / 50% on delivery,2016-03-31,Active,0,,,2
CON-8811,OPP-5147,ACC-1136,2021-11-17,2022-11-12,12,64500,Net 60,2021-11-17,Expired,0,,,2
CON-8812,OPP-5148,ACC-1215,2021-06-28,2022-12-20,18,79000,50% upfront / 50% on delivery,2021-06-28,Active,0,,,2
CON-8813,OPP-5149,ACC-1103,2024-04-12,2025-04-07,12,241000,Upon signing,2024-04-12,Cancelled,0,,,0
CON-8814,OPP-5150,ACC-1174,2018-02-04,2021-01-19,36,350000,Monthly instalments,2018-02-04,Active,0,,,1
CON-8815,OPP-5151,ACC-1032,2024-08-18,2027-08-03,36,191500,Upon signing,2024-08-18,Active,0,,,0
CON-8816,OPP-5153,ACC-1152,2020-06-20,2023-06-05,36,580500,Net 30,2020-06-20,Active,1,13.9,755000.0,0
CON-8817,OPP-5154,ACC-1118,2022-08-08,2024-07-28,24,189500,Net 30,2022-08-08,Expired,0,,,5
CON-8818,OPP-5155,ACC-1216,2022-01-15,2024-01-05,24,161000,Net 30,2022-01-15,Expired,0,,,1
CON-8819,OPP-5157,ACC-1157,2016-07-26,2018-07-16,24,179500,50% upfront / 50% on delivery,2016-07-26,Renewed,0,,,5
CON-8820,OPP-5158,ACC-1219,2018-02-10,2019-08-04,18,103500,Net 30,2018-02-10,Expired,0,,,3
CON-8821,OPP-5159,ACC-1173,2019-01-15,2020-07-08,18,266000,Net 30,2019-01-15,Expired,1,13.5,346000.0,2
CON-8822,OPP-5161,ACC-1218,2024-08-30,2026-02-21,18,44500,Net 60,2024-08-30,Active,0,,,1
CON-8823,OPP-5163,ACC-1046,2017-10-13,2018-04-11,6,480500,Upon signing,2017-10-13,Active,1,13.7,625000.0,1
CON-8824,OPP-5164,ACC-1015,2023-11-23,2024-05-21,6,337000,Net 30,2023-11-23,Active,0,,,3
CON-8825,OPP-5165,ACC-1150,2018-11-10,2021-10-25,36,96500,Net 60,2018-11-10,Expired,0,,,3
CON-8826,OPP-5167,ACC-1208,2022-06-12,2025-05-27,36,89000,Net 60,2022-06-12,Expired,1,8.5,116000.0,1
CON-8827,OPP-5168,ACC-1062,2016-04-13,2018-04-03,24,21500,50% upfront / 50% on delivery,2016-04-13,Renewed,0,,,1
CON-8828,OPP-5169,ACC-1057,2021-12-20,2023-12-10,24,345000,Monthly instalments,2021-12-20,Expired,0,,,3
CON-8829,OPP-5170,ACC-1100,2022-05-03,2024-04-22,24,147000,Upon signing,2022-05-03,Expired,0,,,3
CON-8830,OPP-5171,ACC-1192,2017-01-19,2018-01-14,12,745500,50% upfront / 50% on delivery,2017-01-19,Expired,1,6.9,969000.0,0
CON-8831,OPP-5172,ACC-1127,2018-08-16,2019-08-11,12,280000,Net 60,2018-08-16,Expired,0,,,2
CON-8832,OPP-5173,ACC-1144,2024-08-18,2025-02-14,6,316500,Net 30,2024-08-18,Active,1,6.2,411000.0,4
CON-8833,OPP-5175,ACC-1158,2017-12-19,2020-12-03,36,280000,Net 30,2017-12-19,Active,0,,,5
CON-8834,OPP-5176,ACC-1048,2022-04-07,2023-04-02,12,44500,Net 30,2022-04-07,Expired,0,,,0
CON-8835,OPP-5178,ACC-1039,2021-07-08,2024-06-22,36,246500,Upon signing,2021-07-08,Active,0,,,4
CON-8836,OPP-5179,ACC-1197,2021-09-08,2022-09-03,12,336500,Net 60,2021-09-08,Expired,1,10.2,437000.0,1
CON-8837,OPP-5180,ACC-1090,2019-11-04,2021-10-24,24,289500,Net 60,2019-11-04,Expired,1,7.7,376000.0,5
CON-8838,OPP-5181,ACC-1085,2023-07-19,2024-07-13,12,136500,Net 30,2023-07-19,Expired,0,,,0
CON-8839,OPP-5185,ACC-1010,2020-03-20,2021-09-11,18,383000,Net 30,2020-03-20,Active,1,6.9,498000.0,3
CON-8840,OPP-5186,ACC-1165,2015-05-24,2017-05-13,24,302500,Monthly instalments,2015-05-24,Active,0,,,3
CON-8841,OPP-5190,ACC-1066,2023-01-11,2025-12-26,36,158000,Net 60,2023-01-11,Expired,0,,,0
CON-8842,OPP-5191,ACC-1191,2020-09-30,2021-09-25,12,497000,50% upfront / 50% on delivery,2020-09-30,Expired,1,14.9,646000.0,1
CON-8843,OPP-5192,ACC-1154,2018-01-25,2021-01-09,36,376500,Monthly instalments,2018-01-25,Renewed,0,,,2
CON-8844,OPP-5194,ACC-1197,2016-08-15,2017-08-10,12,150000,Net 30,2016-08-15,Cancelled,0,,,5
CON-8845,OPP-5195,ACC-1042,2024-11-24,2026-05-18,18,163000,Upon signing,2024-11-24,Active,0,,,4
CON-8846,OPP-5197,ACC-1082,2023-04-04,2024-03-29,12,154000,Monthly instalments,2023-04-04,Active,0,,,0
CON-8847,OPP-5198,ACC-1188,2019-09-15,2021-09-04,24,142000,Upon signing,2019-09-15,Renewed,0,,,1
CON-8848,OPP-5200,ACC-1209,2023-09-16,2024-03-14,6,137000,Net 60,2023-09-16,Active,0,,,4
CON-8849,OPP-5202,ACC-1108,2018-02-19,2021-02-03,36,119500,Monthly instalments,2018-02-19,Expired,0,,,1
CON-8850,OPP-5206,ACC-1007,2020-04-11,2023-03-27,36,135500,Net 60,2020-04-11,Expired,0,,,0
CON-8851,OPP-5207,ACC-1045,2022-10-14,2024-04-06,18,248500,Net 60,2022-10-14,Active,0,,,3
CON-8852,OPP-5208,ACC-1118,2021-01-27,2024-01-12,36,66000,Net 60,2021-01-27,Expired,0,,,3
