activity_id,opportunity_id,user_id,activity_type,subject,activity_date,duration_minutes,outcome,is_outbound,days_since_deal_created
ACT-17872,OPP-5440,USR-3006,Phone Call,Phone Call re: Xi Entertainment - TalentEdge - Cross-se,2023-12-21,,Neutral - Information shared,1,28
ACT-17873,OPP-5440,USR-3006,In-Person Meeting,In-Person Meeting re: Xi Entertainment - TalentEdge - Cross-se,2023-12-21,45.0,Positive - Follow up scheduled,1,28
ACT-17874,OPP-5440,USR-3006,Email,Email re: Xi Entertainment - TalentEdge - Cross-se,2023-12-21,,Positive - Follow up scheduled,1,28
ACT-17875,OPP-5440,USR-3006,Demo,Demo re: Xi Entertainment - TalentEdge - Cross-se,2023-12-21,30.0,,1,28
ACT-17876,OPP-5440,USR-3006,Video Meeting,Video Meeting re: Xi Entertainment - TalentEdge - Cross-se,2023-12-21,30.0,Positive - Follow up scheduled,1,28
ACT-17877,OPP-5441,USR-3036,Email,Email re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-03-01,,Positive - Client interested,1,6
ACT-17878,OPP-5441,USR-3036,Video Meeting,Video Meeting re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-03-05,,Positive - Moving to next stage,1,10
ACT-17879,OPP-5441,USR-3036,Email,Email re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-03-14,,Negative - Client hesitant,1,19
ACT-17880,OPP-5441,USR-3036,Phone Call,Phone Call re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-03-22,,Positive - Follow up scheduled,0,27
ACT-17881,OPP-5441,USR-3036,Phone Call,Phone Call re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-03-26,90.0,Positive - Follow up scheduled,1,31
ACT-17882,OPP-5441,USR-3036,Phone Call,Phone Call re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-03-31,45.0,Positive - Client interested,0,36
ACT-17883,OPP-5441,USR-3036,Video Meeting,Video Meeting re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-04-10,60.0,Positive - Follow up scheduled,1,46
ACT-17884,OPP-5441,USR-3036,Email,Email re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-04-10,,Neutral - Information shared,0,46
ACT-17885,OPP-5441,USR-3036,In-Person Meeting,In-Person Meeting re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-04-10,30.0,Positive - Follow up scheduled,1,46
ACT-17886,OPP-5441,USR-3036,In-Person Meeting,In-Person Meeting re: Xcel Cosmetics - PulseMedia - Renewal - ,2016-04-10,90.0,Positive - Client interested,0,46
ACT-17887,OPP-5442,USR-3037,Phone Call,Phone Call re: Onyx Entertainment - PulseMedia - Renewa,2017-09-22,45.0,,0,14
ACT-17888,OPP-5442,USR-3037,Video Meeting,Video Meeting re: Onyx Entertainment - PulseMedia - Renewa,2017-09-28,45.0,,1,20
ACT-17889,OPP-5442,USR-3037,Phone Call,Phone Call re: Onyx Entertainment - PulseMedia - Renewa,2017-10-12,45.0,Neutral - Information shared,0,34
ACT-17890,OPP-5443,USR-3014,Email,Email re: Wave Retail - TalentEdge - New Business ,2020-03-04,,Positive - Client interested,1,8
ACT-17891,OPP-5443,USR-3014,Email,Email re: Wave Retail - TalentEdge - New Business ,2020-03-07,,Positive - Moving to next stage,0,11
ACT-17892,OPP-5443,USR-3014,Email,Email re: Wave Retail - TalentEdge - New Business ,2020-03-18,,,1,22
ACT-17893,OPP-5443,USR-3014,Phone Call,Phone Call re: Wave Retail - TalentEdge - New Business ,2020-03-26,,Positive - Client interested,0,30
ACT-17894,OPP-5443,USR-3014,Email,Email re: Wave Retail - TalentEdge - New Business ,2020-03-29,,Negative - Client hesitant,1,33
ACT-17895,OPP-5443,USR-3014,Demo,Demo re: Wave Retail - TalentEdge - New Business ,2020-04-01,60.0,Positive - Client interested,1,36
ACT-17896,OPP-5444,USR-3033,Email,Email re: Trek Media - CreativeMotion - New Busine,2024-12-31,,Negative - Client hesitant,1,6
ACT-17897,OPP-5444,USR-3033,Phone Call,Phone Call re: Trek Media - CreativeMotion - New Busine,2024-12-31,45.0,Neutral - Information shared,1,6
ACT-17898,OPP-5444,USR-3033,Email,Email re: Trek Media - CreativeMotion - New Busine,2024-12-31,,Positive - Follow up scheduled,1,6
ACT-17899,OPP-5444,USR-3033,Email,Email re: Trek Media - CreativeMotion - New Busine,2024-12-31,,Negative - Client hesitant,1,6
ACT-17900,OPP-5444,USR-3033,Email,Email re: Trek Media - CreativeMotion - New Busine,2024-12-31,,Positive - Follow up scheduled,0,6
ACT-17901,OPP-5444,USR-3033,Phone Call,Phone Call re: Trek Media - CreativeMotion - New Busine,2024-12-31,60.0,Positive - Follow up scheduled,1,6
ACT-17902,OPP-5445,USR-3048,Phone Call,Phone Call re: Horizon Fashion - PulseMedia - New Busin,2015-09-30,15.0,Positive - Client interested,1,14
ACT-17903,OPP-5445,USR-3048,Phone Call,Phone Call re: Horizon Fashion - PulseMedia - New Busin,2015-10-01,90.0,Neutral - Information shared,0,15
ACT-17904,OPP-5445,USR-3048,Phone Call,Phone Call re: Horizon Fashion - PulseMedia - New Busin,2015-10-10,30.0,Positive - Follow up scheduled,1,24
ACT-17905,OPP-5445,USR-3048,Video Meeting,Video Meeting re: Horizon Fashion - PulseMedia - New Busin,2015-10-17,,Positive - Follow up scheduled,1,31
ACT-17906,OPP-5445,USR-3048,Video Meeting,Video Meeting re: Horizon Fashion - PulseMedia - New Busin,2015-10-18,15.0,Positive - Follow up scheduled,1,32
ACT-17907,OPP-5445,USR-3048,Phone Call,Phone Call re: Horizon Fashion - PulseMedia - New Busin,2015-10-22,90.0,Positive - Follow up scheduled,1,36
ACT-17908,OPP-5445,USR-3048,Demo,Demo re: Horizon Fashion - PulseMedia - New Busin,2015-10-28,90.0,Positive - Follow up scheduled,1,42
ACT-17909,OPP-5445,USR-3048,In-Person Meeting,In-Person Meeting re: Horizon Fashion - PulseMedia - New Busin,2015-11-04,15.0,Positive - Follow up scheduled,1,49
ACT-17910,OPP-5446,USR-3076,Phone Call,Phone Call re: Epoch Cosmetics - BrandVault - New Busin,2022-07-20,30.0,Positive - Client interested,1,6
ACT-17911,OPP-5446,USR-3076,In-Person Meeting,In-Person Meeting re: Epoch Cosmetics - BrandVault - New Busin,2022-07-31,45.0,Negative - Client hesitant,0,17
ACT-17912,OPP-5446,USR-3076,Video Meeting,Video Meeting re: Epoch Cosmetics - BrandVault - New Busin,2022-08-14,15.0,Positive - Client interested,1,31
ACT-17913,OPP-5446,USR-3076,Phone Call,Phone Call re: Epoch Cosmetics - BrandVault - New Busin,2022-08-23,90.0,Neutral - Information shared,1,40
ACT-17914,OPP-5446,USR-3076,Phone Call,Phone Call re: Epoch Cosmetics - BrandVault - New Busin,2022-09-06,60.0,Neutral - Information shared,1,54
ACT-17915,OPP-5446,USR-3076,Video Meeting,Video Meeting re: Epoch Cosmetics - BrandVault - New Busin,2022-09-07,,Positive - Follow up scheduled,1,55
ACT-17916,OPP-5446,USR-3076,Phone Call,Phone Call re: Epoch Cosmetics - BrandVault - New Busin,2022-09-09,30.0,Positive - Follow up scheduled,1,57
ACT-17917,OPP-5447,USR-3059,In-Person Meeting,In-Person Meeting re: Obsidian Apparel - PulseMedia - New Busi,2021-11-10,,Positive - Follow up scheduled,0,5
ACT-17918,OPP-5447,USR-3059,Phone Call,Phone Call re: Obsidian Apparel - PulseMedia - New Busi,2021-11-23,30.0,Negative - Client hesitant,0,18
ACT-17919,OPP-5447,USR-3059,Phone Call,Phone Call re: Obsidian Apparel - PulseMedia - New Busi,2021-12-05,45.0,,0,30
ACT-17920,OPP-5447,USR-3059,Video Meeting,Video Meeting re: Obsidian Apparel - PulseMedia - New Busi,2021-12-08,30.0,Positive - Client interested,1,33
ACT-17921,OPP-5447,USR-3059,Proposal Sent,Proposal Sent re: Obsidian Apparel - PulseMedia - New Busi,2021-12-15,45.0,Positive - Client interested,0,40
ACT-17922,OPP-5447,USR-3059,Demo,Demo re: Obsidian Apparel - PulseMedia - New Busi,2021-12-21,45.0,Neutral - Information shared,0,46
ACT-17923,OPP-5448,USR-3054,Email,Email re: Jetset Media - PulseMedia - New Business,2017-03-25,,Positive - Client interested,0,11
ACT-17924,OPP-5448,USR-3054,Phone Call,Phone Call re: Jetset Media - PulseMedia - New Business,2017-03-30,15.0,Neutral - Information shared,0,16
ACT-17925,OPP-5448,USR-3054,Demo,Demo re: Jetset Media - PulseMedia - New Business,2017-04-11,60.0,Positive - Follow up scheduled,1,28
ACT-17926,OPP-5448,USR-3054,Email,Email re: Jetset Media - PulseMedia - New Business,2017-04-12,,Positive - Client interested,0,29
ACT-17927,OPP-5448,USR-3054,Phone Call,Phone Call re: Jetset Media - PulseMedia - New Business,2017-04-20,30.0,Negative - Client hesitant,1,37
ACT-17928,OPP-5449,USR-3023,Email,Email re: Delta Entertainment - CreativeMotion - N,2021-09-26,,Positive - Moving to next stage,0,4
ACT-17929,OPP-5449,USR-3023,Email,Email re: Delta Entertainment - CreativeMotion - N,2021-10-10,,Negative - Client hesitant,1,18
ACT-17930,OPP-5449,USR-3023,Email,Email re: Delta Entertainment - CreativeMotion - N,2021-10-18,,Neutral - Information shared,0,26
ACT-17931,OPP-5449,USR-3023,Phone Call,Phone Call re: Delta Entertainment - CreativeMotion - N,2021-10-25,45.0,Neutral - Information shared,1,33
ACT-17932,OPP-5449,USR-3023,Video Meeting,Video Meeting re: Delta Entertainment - CreativeMotion - N,2021-10-27,30.0,Positive - Follow up scheduled,1,35
ACT-17933,OPP-5449,USR-3023,Video Meeting,Video Meeting re: Delta Entertainment - CreativeMotion - N,2021-10-27,90.0,Positive - Client interested,0,35
ACT-17934,OPP-5450,USR-3052,Email,Email re: Xtreme Sports - PulseMedia - Renewal - 2,2019-07-24,,Positive - Follow up scheduled,1,9
ACT-17935,OPP-5450,USR-3052,Phone Call,Phone Call re: Xtreme Sports - PulseMedia - Renewal - 2,2019-08-04,45.0,Positive - Follow up scheduled,1,20
ACT-17936,OPP-5450,USR-3052,Email,Email re: Xtreme Sports - PulseMedia - Renewal - 2,2019-08-13,,Negative - Client hesitant,1,29
ACT-17937,OPP-5450,USR-3052,Email,Email re: Xtreme Sports - PulseMedia - Renewal - 2,2019-08-19,,Positive - Moving to next stage,1,35
ACT-17938,OPP-5450,USR-3052,Phone Call,Phone Call re: Xtreme Sports - PulseMedia - Renewal - 2,2019-08-19,,Positive - Follow up scheduled,1,35
ACT-17939,OPP-5450,USR-3052,Demo,Demo re: Xtreme Sports - PulseMedia - Renewal - 2,2019-08-19,15.0,Negative - Client hesitant,0,35
ACT-17940,OPP-5450,USR-3052,Email,Email re: Xtreme Sports - PulseMedia - Renewal - 2,2019-08-19,,Positive - Follow up scheduled,1,35
ACT-17941,OPP-5451,USR-3061,Video Meeting,Video Meeting re: Xray Retail - BrandVault - New Business ,2019-12-30,45.0,Neutral - Information shared,0,7
ACT-17942,OPP-5451,USR-3061,Proposal Sent,Proposal Sent re: Xray Retail - BrandVault - New Business ,2020-01-11,45.0,Negative - Client hesitant,1,19
ACT-17943,OPP-5451,USR-3061,Phone Call,Phone Call re: Xray Retail - BrandVault - New Business ,2020-01-21,60.0,Positive - Client interested,1,29
ACT-17944,OPP-5451,USR-3061,Video Meeting,Video Meeting re: Xray Retail - BrandVault - New Business ,2020-01-23,60.0,Positive - Moving to next stage,1,31
ACT-17945,OPP-5451,USR-3061,Email,Email re: Xray Retail - BrandVault - New Business ,2020-01-29,,Negative - Client hesitant,1,37
ACT-17946,OPP-5451,USR-3061,Video Meeting,Video Meeting re: Xray Retail - BrandVault - New Business ,2020-02-04,,Positive - Follow up scheduled,1,43
ACT-17947,OPP-5452,USR-3074,Proposal Sent,Proposal Sent re: Jupiter Automotive - BrandVault - New Bu,2024-06-08,45.0,,1,5
ACT-17948,OPP-5452,USR-3074,In-Person Meeting,In-Person Meeting re: Jupiter Automotive - BrandVault - New Bu,2024-06-10,60.0,Negative - Client hesitant,1,7
ACT-17949,OPP-5452,USR-3074,Email,Email re: Jupiter Automotive - BrandVault - New Bu,2024-06-16,,Positive - Client interested,1,13
ACT-17950,OPP-5452,USR-3074,Email,Email re: Jupiter Automotive - BrandVault - New Bu,2024-06-28,,Positive - Client interested,1,25
ACT-17951,OPP-5453,USR-3044,Video Meeting,Video Meeting re: Urban Gear Ltd - PulseMedia - Renewal - ,2018-09-22,90.0,Negative - Client hesitant,0,1
ACT-17952,OPP-5453,USR-3044,Email,Email re: Urban Gear Ltd - PulseMedia - Renewal - ,2018-09-29,,Negative - Client hesitant,1,8
ACT-17953,OPP-5453,USR-3044,Phone Call,Phone Call re: Urban Gear Ltd - PulseMedia - Renewal - ,2018-10-04,60.0,Positive - Follow up scheduled,0,13
ACT-17954,OPP-5453,USR-3044,Email,Email re: Urban Gear Ltd - PulseMedia - Renewal - ,2018-10-13,,,0,22
ACT-17955,OPP-5453,USR-3044,Phone Call,Phone Call re: Urban Gear Ltd - PulseMedia - Renewal - ,2018-10-14,15.0,Positive - Follow up scheduled,1,23
ACT-17956,OPP-5453,USR-3044,Video Meeting,Video Meeting re: Urban Gear Ltd - PulseMedia - Renewal - ,2018-10-17,,Positive - Client interested,1,26
ACT-17957,OPP-5454,USR-3046,Email,Email re: Niche Cosmetics - PulseMedia - Renewal -,2015-02-11,,Positive - Client interested,1,6
ACT-17958,OPP-5454,USR-3046,In-Person Meeting,In-Person Meeting re: Niche Cosmetics - PulseMedia - Renewal -,2015-02-20,15.0,Positive - Client interested,1,15
ACT-17959,OPP-5454,USR-3046,Phone Call,Phone Call re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-01,30.0,Positive - Follow up scheduled,0,24
ACT-17960,OPP-5454,USR-3046,Email,Email re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-13,,Positive - Follow up scheduled,1,36
ACT-17961,OPP-5454,USR-3046,Email,Email re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-15,,Positive - Moving to next stage,1,38
ACT-17962,OPP-5454,USR-3046,Video Meeting,Video Meeting re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-19,,Positive - Follow up scheduled,1,42
ACT-17963,OPP-5454,USR-3046,Phone Call,Phone Call re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-27,90.0,Positive - Follow up scheduled,1,50
ACT-17964,OPP-5454,USR-3046,Phone Call,Phone Call re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-27,45.0,Positive - Client interested,1,50
ACT-17965,OPP-5454,USR-3046,Proposal Sent,Proposal Sent re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-27,30.0,Positive - Follow up scheduled,0,50
ACT-17966,OPP-5454,USR-3046,Phone Call,Phone Call re: Niche Cosmetics - PulseMedia - Renewal -,2015-03-27,90.0,Neutral - Information shared,0,50
ACT-17967,OPP-5455,USR-3011,In-Person Meeting,In-Person Meeting re: Xi Entertainment - TalentEdge - New Busi,2017-03-12,90.0,Positive - Follow up scheduled,1,4
ACT-17968,OPP-5455,USR-3011,Email,Email re: Xi Entertainment - TalentEdge - New Busi,2017-03-17,,Negative - Client hesitant,1,9
ACT-17969,OPP-5455,USR-3011,Email,Email re: Xi Entertainment - TalentEdge - New Busi,2017-03-28,,Neutral - Information shared,1,20
ACT-17970,OPP-5455,USR-3011,In-Person Meeting,In-Person Meeting re: Xi Entertainment - TalentEdge - New Busi,2017-04-11,90.0,Positive - Follow up scheduled,0,34
ACT-17971,OPP-5455,USR-3011,Email,Email re: Xi Entertainment - TalentEdge - New Busi,2017-04-12,,Positive - Moving to next stage,1,35
ACT-17972,OPP-5455,USR-3011,Proposal Sent,Proposal Sent re: Xi Entertainment - TalentEdge - New Busi,2017-04-16,60.0,Positive - Client interested,1,39
ACT-17973,OPP-5455,USR-3011,Video Meeting,Video Meeting re: Xi Entertainment - TalentEdge - New Busi,2017-04-16,,Positive - Follow up scheduled,1,39
ACT-17974,OPP-5456,USR-3078,In-Person Meeting,In-Person Meeting re: Ultima Beauty - BrandVault - Upsell - 20,2022-01-14,30.0,Positive - Moving to next stage,1,9
ACT-17975,OPP-5456,USR-3078,Phone Call,Phone Call re: Ultima Beauty - BrandVault - Upsell - 20,2022-01-24,60.0,Neutral - Information shared,1,19
ACT-17976,OPP-5456,USR-3078,Phone Call,Phone Call re: Ultima Beauty - BrandVault - Upsell - 20,2022-01-28,90.0,Neutral - Information shared,0,23
ACT-17977,OPP-5456,USR-3078,Video Meeting,Video Meeting re: Ultima Beauty - BrandVault - Upsell - 20,2022-02-03,,Positive - Client interested,0,29
ACT-17978,OPP-5456,USR-3078,Email,Email re: Ultima Beauty - BrandVault - Upsell - 20,2022-02-08,,Neutral - Information shared,1,34
ACT-17979,OPP-5456,USR-3078,Phone Call,Phone Call re: Ultima Beauty - BrandVault - Upsell - 20,2022-02-11,45.0,Positive - Follow up scheduled,0,37
ACT-17980,OPP-5456,USR-3078,Video Meeting,Video Meeting re: Ultima Beauty - BrandVault - Upsell - 20,2022-02-23,15.0,Negative - Client hesitant,0,49
ACT-17981,OPP-5456,USR-3078,Phone Call,Phone Call re: Ultima Beauty - BrandVault - Upsell - 20,2022-02-24,90.0,Positive - Follow up scheduled,0,50
ACT-17982,OPP-5457,USR-3052,Email,Email re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-14,,Positive - Follow up scheduled,1,11
ACT-17983,OPP-5457,USR-3052,Video Meeting,Video Meeting re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-18,45.0,Positive - Follow up scheduled,1,15
ACT-17984,OPP-5457,USR-3052,Demo,Demo re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-25,60.0,Neutral - Information shared,1,22
ACT-17985,OPP-5457,USR-3052,Demo,Demo re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-27,45.0,Neutral - Information shared,1,24
ACT-17986,OPP-5457,USR-3052,Video Meeting,Video Meeting re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-28,90.0,Positive - Client interested,1,25
ACT-17987,OPP-5457,USR-3052,Email,Email re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-28,,Neutral - Information shared,1,25
ACT-17988,OPP-5457,USR-3052,Video Meeting,Video Meeting re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-28,60.0,Positive - Follow up scheduled,1,25
ACT-17989,OPP-5457,USR-3052,Demo,Demo re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-28,45.0,Positive - Moving to next stage,0,25
ACT-17990,OPP-5457,USR-3052,Demo,Demo re: Pi Sports - PulseMedia - Upsell - 2021,2021-11-28,45.0,Positive - Client interested,1,25
ACT-17991,OPP-5458,USR-3046,Phone Call,Phone Call re: Sand Consumer - PulseMedia - Renewal - 2,2019-05-19,60.0,Positive - Moving to next stage,0,7
ACT-17992,OPP-5458,USR-3046,Phone Call,Phone Call re: Sand Consumer - PulseMedia - Renewal - 2,2019-05-29,15.0,Negative - Client hesitant,0,17
ACT-17993,OPP-5458,USR-3046,Phone Call,Phone Call re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-06,30.0,Positive - Follow up scheduled,1,25
ACT-17994,OPP-5458,USR-3046,Email,Email re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-14,,Positive - Client interested,0,33
ACT-17995,OPP-5458,USR-3046,In-Person Meeting,In-Person Meeting re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-24,15.0,Positive - Client interested,1,43
ACT-17996,OPP-5458,USR-3046,Proposal Sent,Proposal Sent re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-26,30.0,Positive - Moving to next stage,1,45
ACT-17997,OPP-5458,USR-3046,Email,Email re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-26,,Positive - Follow up scheduled,1,45
ACT-17998,OPP-5458,USR-3046,Email,Email re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-26,,Positive - Follow up scheduled,1,45
ACT-17999,OPP-5458,USR-3046,Phone Call,Phone Call re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-26,45.0,Positive - Client interested,1,45
ACT-18000,OPP-5458,USR-3046,Video Meeting,Video Meeting re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-26,15.0,Positive - Follow up scheduled,1,45
ACT-18001,OPP-5458,USR-3046,In-Person Meeting,In-Person Meeting re: Sand Consumer - PulseMedia - Renewal - 2,2019-06-26,60.0,Positive - Follow up scheduled,1,45
ACT-18002,OPP-5459,USR-3076,Phone Call,Phone Call re: Stellar Foods - BrandVault - Upsell - 20,2019-11-17,15.0,Positive - Client interested,1,10
ACT-18003,OPP-5459,USR-3076,Proposal Sent,Proposal Sent re: Stellar Foods - BrandVault - Upsell - 20,2019-11-18,90.0,Neutral - Information shared,1,11
ACT-18004,OPP-5459,USR-3076,Email,Email re: Stellar Foods - BrandVault - Upsell - 20,2019-12-01,,Positive - Follow up scheduled,0,24
ACT-18005,OPP-5459,USR-3076,Phone Call,Phone Call re: Stellar Foods - BrandVault - Upsell - 20,2019-12-10,,Positive - Follow up scheduled,1,33
ACT-18006,OPP-5459,USR-3076,Phone Call,Phone Call re: Stellar Foods - BrandVault - Upsell - 20,2019-12-11,30.0,Positive - Follow up scheduled,0,34
ACT-18007,OPP-5459,USR-3076,Phone Call,Phone Call re: Stellar Foods - BrandVault - Upsell - 20,2019-12-18,45.0,Positive - Client interested,1,41
ACT-18008,OPP-5460,USR-3076,Phone Call,Phone Call re: Onyx Entertainment - BrandVault - New Bu,2023-04-15,30.0,Positive - Follow up scheduled,0,2
ACT-18009,OPP-5460,USR-3076,Email,Email re: Onyx Entertainment - BrandVault - New Bu,2023-04-19,,Neutral - Information shared,0,6
ACT-18010,OPP-5460,USR-3076,Phone Call,Phone Call re: Onyx Entertainment - BrandVault - New Bu,2023-04-27,30.0,Positive - Follow up scheduled,1,14
ACT-18011,OPP-5460,USR-3076,Email,Email re: Onyx Entertainment - BrandVault - New Bu,2023-05-09,,Positive - Follow up scheduled,0,26
ACT-18012,OPP-5460,USR-3076,Phone Call,Phone Call re: Onyx Entertainment - BrandVault - New Bu,2023-05-14,30.0,Neutral - Information shared,1,31
ACT-18013,OPP-5460,USR-3076,Video Meeting,Video Meeting re: Onyx Entertainment - BrandVault - New Bu,2023-05-28,15.0,Positive - Follow up scheduled,0,45
ACT-18014,OPP-5460,USR-3076,Email,Email re: Onyx Entertainment - BrandVault - New Bu,2023-06-02,,Positive - Client interested,1,50
ACT-18015,OPP-5460,USR-3076,Email,Email re: Onyx Entertainment - BrandVault - New Bu,2023-06-08,,,1,56
ACT-18016,OPP-5460,USR-3076,Proposal Sent,Proposal Sent re: Onyx Entertainment - BrandVault - New Bu,2023-06-08,30.0,Positive - Follow up scheduled,1,56
ACT-18017,OPP-5460,USR-3076,Email,Email re: Onyx Entertainment - BrandVault - New Bu,2023-06-08,,Positive - Follow up scheduled,1,56
ACT-18018,OPP-5461,USR-3051,Proposal Sent,Proposal Sent re: Petal Fashion - PulseMedia - Upsell - 20,2018-10-28,45.0,Positive - Client interested,1,7
ACT-18019,OPP-5461,USR-3051,Email,Email re: Petal Fashion - PulseMedia - Upsell - 20,2018-10-30,,Positive - Follow up scheduled,0,9
ACT-18020,OPP-5461,USR-3051,Demo,Demo re: Petal Fashion - PulseMedia - Upsell - 20,2018-11-05,45.0,Positive - Client interested,0,15
ACT-18021,OPP-5461,USR-3051,Email,Email re: Petal Fashion - PulseMedia - Upsell - 20,2018-11-05,,Positive - Follow up scheduled,1,15
ACT-18022,OPP-5461,USR-3051,In-Person Meeting,In-Person Meeting re: Petal Fashion - PulseMedia - Upsell - 20,2018-11-05,90.0,Positive - Moving to next stage,1,15
ACT-18023,OPP-5461,USR-3051,Phone Call,Phone Call re: Petal Fashion - PulseMedia - Upsell - 20,2018-11-05,30.0,Positive - Follow up scheduled,0,15
ACT-18024,OPP-5461,USR-3051,Email,Email re: Petal Fashion - PulseMedia - Upsell - 20,2018-11-05,,Positive - Client interested,0,15
ACT-18025,OPP-5462,USR-3052,Demo,Demo re: Lumen Fashion - PulseMedia - Upsell - 20,2024-01-15,60.0,Positive - Follow up scheduled,1,14
ACT-18026,OPP-5462,USR-3052,Video Meeting,Video Meeting re: Lumen Fashion - PulseMedia - Upsell - 20,2024-01-27,45.0,Positive - Client interested,0,26
ACT-18027,OPP-5462,USR-3052,Email,Email re: Lumen Fashion - PulseMedia - Upsell - 20,2024-02-09,,Positive - Moving to next stage,1,39
ACT-18028,OPP-5462,USR-3052,Video Meeting,Video Meeting re: Lumen Fashion - PulseMedia - Upsell - 20,2024-02-16,60.0,Positive - Follow up scheduled,1,46
ACT-18029,OPP-5462,USR-3052,In-Person Meeting,In-Person Meeting re: Lumen Fashion - PulseMedia - Upsell - 20,2024-02-21,60.0,Negative - Client hesitant,1,51
ACT-18030,OPP-5462,USR-3052,Email,Email re: Lumen Fashion - PulseMedia - Upsell - 20,2024-03-01,,Positive - Follow up scheduled,1,60
ACT-18031,OPP-5462,USR-3052,Email,Email re: Lumen Fashion - PulseMedia - Upsell - 20,2024-03-02,,Positive - Client interested,1,61
ACT-18032,OPP-5462,USR-3052,Demo,Demo re: Lumen Fashion - PulseMedia - Upsell - 20,2024-03-07,,Positive - Client interested,0,66
ACT-18033,OPP-5462,USR-3052,In-Person Meeting,In-Person Meeting re: Lumen Fashion - PulseMedia - Upsell - 20,2024-03-07,30.0,Positive - Follow up scheduled,1,66
ACT-18034,OPP-5462,USR-3052,Phone Call,Phone Call re: Lumen Fashion - PulseMedia - Upsell - 20,2024-03-07,30.0,Positive - Moving to next stage,0,66
ACT-18035,OPP-5462,USR-3052,Email,Email re: Lumen Fashion - PulseMedia - Upsell - 20,2024-03-07,,Positive - Follow up scheduled,0,66
ACT-18036,OPP-5463,USR-3044,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,,Neutral - Information shared,1,13
ACT-18037,OPP-5463,USR-3044,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,,Neutral - Information shared,0,13
ACT-18038,OPP-5463,USR-3044,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,,Positive - Follow up scheduled,0,13
ACT-18039,OPP-5463,USR-3044,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,,Positive - Follow up scheduled,1,13
ACT-18040,OPP-5463,USR-3044,Phone Call,Phone Call re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,,Positive - Client interested,1,13
ACT-18041,OPP-5463,USR-3044,Phone Call,Phone Call re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,15.0,Positive - Moving to next stage,1,13
ACT-18042,OPP-5463,USR-3044,Email,Email re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,,Positive - Client interested,0,13
ACT-18043,OPP-5463,USR-3044,Phone Call,Phone Call re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,,Neutral - Information shared,0,13
ACT-18044,OPP-5463,USR-3044,Phone Call,Phone Call re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,15.0,Neutral - Information shared,0,13
ACT-18045,OPP-5463,USR-3044,Phone Call,Phone Call re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,90.0,Positive - Follow up scheduled,1,13
ACT-18046,OPP-5463,USR-3044,Video Meeting,Video Meeting re: Prism Media - PulseMedia - Renewal - 202,2023-01-28,90.0,Positive - Moving to next stage,1,13
ACT-18047,OPP-5464,USR-3028,In-Person Meeting,In-Person Meeting re: Bastion Sportswear - CreativeMotion - Cr,2018-11-13,90.0,Positive - Client interested,1,1
ACT-18048,OPP-5464,USR-3028,Video Meeting,Video Meeting re: Bastion Sportswear - CreativeMotion - Cr,2018-11-20,45.0,Positive - Follow up scheduled,0,8
