line_item_id,opportunity_id,product_id,line_item_name,line_item_type,unit_type,unit_price,quantity,gross_amount,discount_applied_pct,net_amount,is_negotiated,created_date
LI-11902,OPP-5557,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,62771.37,1,62771.37,19.9,50279.87,1,2019-09-20
LI-11903,OPP-5557,PRD-9018,Social Media Management,Social Media Management,per month,14219.83,2,28439.66,11.6,25140.66,1,2019-09-20
LI-11904,OPP-5557,PRD-9021,Event Marketing,Event Marketing,flat fee,90711.59,1,90711.59,3.4,87627.4,0,2019-09-20
LI-11905,OPP-5557,PRD-9020,Branding & Identity,Branding & Identity,flat fee,90077.39,1,90077.39,3.9,86564.37,0,2019-09-20
LI-11906,OPP-5558,PRD-9029,Territory Rights Fee,Territory Rights Fee,flat fee,218797.34,1,218797.34,8.0,201293.55,1,2019-08-28
LI-11907,OPP-5558,PRD-9028,Sports Logo License,Sports Logo License,flat fee,761702.66,1,761702.66,4.9,724379.23,0,2019-08-28
LI-11908,OPP-5559,PRD-9008,Production - Location Rental,Production,flat fee,932.72,1,932.72,6.5,872.09,1,2021-10-02
LI-11909,OPP-5559,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,8412.1,1,8412.1,7.3,7798.02,1,2021-10-02
LI-11910,OPP-5559,PRD-9004,Creative Director - Day Rate,Creative Director,per day,1517.24,9,13655.16,8.9,12439.85,1,2021-10-02
LI-11911,OPP-5560,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,53417.05,1,53417.05,5.7,50372.28,1,2016-09-12
LI-11912,OPP-5560,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,4909.37,2,9818.74,13.1,8532.49,1,2016-09-12
LI-11913,OPP-5560,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,49669.06,1,49669.06,12.7,43361.09,1,2016-09-12
LI-11914,OPP-5560,PRD-9020,Branding & Identity,Branding & Identity,flat fee,64095.16,1,64095.16,6.1,60185.36,1,2016-09-12
LI-11915,OPP-5561,PRD-9011,Designer - Day Rate,Designer,per day,34509.16,5,172545.8,15.5,145801.2,1,2016-02-24
LI-11916,OPP-5561,PRD-9015,Photography Package,Photography Package,flat fee,177454.2,1,177454.2,12.4,155449.88,1,2016-02-24
LI-11917,OPP-5562,PRD-9027,Character License - MG,Character License,flat fee,403000.0,1,403000.0,15.7,339729.0,1,2018-11-10
LI-11918,OPP-5563,PRD-9028,Sports Logo License,Sports Logo License,flat fee,246465.77,1,246465.77,11.3,218615.14,1,2022-05-15
LI-11919,OPP-5563,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,508103.28,1,508103.28,13.5,439509.34,1,2022-05-15
LI-11920,OPP-5563,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,134785.51,1,134785.51,2.7,131146.3,0,2022-05-15
LI-11921,OPP-5563,PRD-9030,License Renewal Fee,License Renewal Fee,flat fee,34645.43,1,34645.43,3.3,33502.13,0,2022-05-15
LI-11922,OPP-5564,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,88.7,40,3548.0,6.0,3335.12,1,2017-12-28
LI-11923,OPP-5564,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,27400.31,1,27400.31,0.6,27235.91,0,2017-12-28
LI-11924,OPP-5564,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,4283.39,1,4283.39,7.6,3957.85,1,2017-12-28
LI-11925,OPP-5564,PRD-9022,Content Creation Package,Content Creation Package,flat fee,6809.42,1,6809.42,3.5,6571.09,0,2017-12-28
LI-11926,OPP-5564,PRD-9020,Branding & Identity,Branding & Identity,flat fee,28357.62,1,28357.62,3.3,27421.82,0,2017-12-28
LI-11927,OPP-5564,PRD-9018,Social Media Management,Social Media Management,per month,7394.81,6,44368.86,7.1,41218.67,1,2017-12-28
LI-11928,OPP-5564,PRD-9021,Event Marketing,Event Marketing,flat fee,9232.58,1,9232.58,0.2,9214.11,0,2017-12-28
LI-11929,OPP-5565,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,211270.96,1,211270.96,1.9,207256.81,0,2024-12-24
LI-11930,OPP-5565,PRD-9027,Character License - MG,Character License,flat fee,189736.04,1,189736.04,10.1,170572.7,1,2024-12-24
LI-11931,OPP-5565,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,35492.99,1,35492.99,8.5,32476.09,1,2024-12-24
LI-11932,OPP-5566,PRD-9027,Character License - MG,Character License,flat fee,210865.75,1,210865.75,7.6,194839.95,1,2017-04-26
LI-11933,OPP-5566,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,275134.25,1,275134.25,25.7,204424.75,1,2017-04-26
LI-11934,OPP-5567,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,18942.38,1,18942.38,11.4,16782.95,1,2017-11-27
LI-11935,OPP-5567,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,37.32,62,2313.84,11.5,2047.75,1,2017-11-27
LI-11936,OPP-5567,PRD-9021,Event Marketing,Event Marketing,flat fee,16644.8,1,16644.8,7.2,15446.37,1,2017-11-27
LI-11937,OPP-5567,PRD-9020,Branding & Identity,Branding & Identity,flat fee,11086.64,1,11086.64,18.9,8991.27,1,2017-11-27
LI-11938,OPP-5567,PRD-9018,Social Media Management,Social Media Management,per month,2229.96,5,11149.8,20.7,8841.79,1,2017-11-27
LI-11939,OPP-5567,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,20905.36,1,20905.36,14.3,17915.89,1,2017-11-27
LI-11940,OPP-5567,PRD-9022,Content Creation Package,Content Creation Package,flat fee,5652.89,1,5652.89,9.4,5121.52,1,2017-11-27
LI-11941,OPP-5567,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,1101.42,3,3304.26,2.9,3208.44,0,2017-11-27
LI-11942,OPP-5568,PRD-9001,Photographer - Day Rate,Photographer,per day,2038.42,5,10192.1,12.8,8887.51,1,2022-09-21
LI-11943,OPP-5568,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,1582.55,1,1582.55,5.0,1503.42,0,2022-09-21
LI-11944,OPP-5568,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,28263.74,1,28263.74,4.0,27133.19,0,2022-09-21
LI-11945,OPP-5568,PRD-9000,Model - Day Rate,Model,per day,12760.66,7,89324.62,10.8,79677.56,1,2022-09-21
LI-11946,OPP-5568,PRD-9002,Stylist - Day Rate,Stylist,per day,1599.14,3,4797.42,1.9,4706.27,0,2022-09-21
LI-11947,OPP-5568,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,6339.58,1,6339.58,14.0,5452.04,1,2022-09-21
LI-11948,OPP-5569,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,2875.39,8,23003.12,14.6,19644.66,1,2024-05-11
LI-11949,OPP-5569,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,4681.06,1,4681.06,23.6,3576.33,1,2024-05-11
LI-11950,OPP-5569,PRD-9000,Model - Day Rate,Model,per day,8008.95,2,16017.9,3.1,15521.35,0,2024-05-11
LI-11951,OPP-5569,PRD-9008,Production - Location Rental,Production,flat fee,5317.34,1,5317.34,5.6,5019.57,1,2024-05-11
LI-11952,OPP-5569,PRD-9001,Photographer - Day Rate,Photographer,per day,4987.06,5,24935.3,20.0,19948.24,1,2024-05-11
LI-11953,OPP-5569,PRD-9002,Stylist - Day Rate,Stylist,per day,4220.76,7,29545.32,18.1,24197.62,1,2024-05-11
LI-11954,OPP-5570,PRD-9015,Photography Package,Photography Package,flat fee,33768.35,1,33768.35,13.0,29378.46,1,2024-11-11
LI-11955,OPP-5570,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,61731.65,1,61731.65,2.2,60373.55,0,2024-11-11
LI-11956,OPP-5571,PRD-9008,Production - Location Rental,Production,flat fee,9003.93,1,9003.93,26.2,6644.9,1,2023-11-09
LI-11957,OPP-5571,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,60909.65,1,60909.65,23.7,46474.06,1,2023-11-09
LI-11958,OPP-5571,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,92854.53,1,92854.53,1.5,91461.71,0,2023-11-09
LI-11959,OPP-5571,PRD-9000,Model - Day Rate,Model,per day,11081.32,9,99731.88,8.2,91553.87,1,2023-11-09
LI-11960,OPP-5572,PRD-9025,Royalty Agreement Setup,Royalty Agreement Setup,flat fee,707000.0,1,707000.0,19.0,572670.0,1,2015-08-09
LI-11961,OPP-5573,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,2706.6,7,18946.2,1.5,18662.01,0,2020-03-17
LI-11962,OPP-5573,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,6870.27,1,6870.27,4.1,6588.59,0,2020-03-17
LI-11963,OPP-5573,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,34132.26,1,34132.26,0.7,33893.33,0,2020-03-17
LI-11964,OPP-5573,PRD-9004,Creative Director - Day Rate,Creative Director,per day,2405.13,10,24051.3,1.7,23642.43,0,2020-03-17
LI-11965,OPP-5574,PRD-9014,Video Production Package,Video Production Package,flat fee,64415.55,1,64415.55,4.9,61259.19,0,2024-03-19
LI-11966,OPP-5574,PRD-9010,Director - Day Rate,Director,per day,4375.01,4,17500.04,2.4,17080.04,0,2024-03-19
LI-11967,OPP-5574,PRD-9011,Designer - Day Rate,Designer,per day,5297.77,7,37084.39,0.9,36750.63,0,2024-03-19
LI-11968,OPP-5575,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,11020.1,1,11020.1,9.7,9951.15,1,2024-02-19
LI-11969,OPP-5575,PRD-9002,Stylist - Day Rate,Stylist,per day,5942.21,9,53479.89,8.5,48934.1,1,2024-02-19
LI-11970,OPP-5576,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,8516.97,2,17033.94,0.3,16982.84,0,2021-12-19
LI-11971,OPP-5576,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,45998.63,1,45998.63,17.2,38086.87,1,2021-12-19
LI-11972,OPP-5576,PRD-9020,Branding & Identity,Branding & Identity,flat fee,60920.29,1,60920.29,15.6,51416.72,1,2021-12-19
LI-11973,OPP-5576,PRD-9022,Content Creation Package,Content Creation Package,flat fee,39659.53,1,39659.53,5.4,37517.92,1,2021-12-19
LI-11974,OPP-5576,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,119.86,105,12585.3,4.9,11968.62,0,2021-12-19
LI-11975,OPP-5576,PRD-9018,Social Media Management,Social Media Management,per month,5600.71,3,16802.13,0.0,16802.13,0,2021-12-19
LI-11976,OPP-5577,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,49331.86,1,49331.86,8.0,45385.31,1,2020-08-19
LI-11977,OPP-5577,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,206.72,48,9922.56,8.6,9069.22,1,2020-08-19
LI-11978,OPP-5577,PRD-9020,Branding & Identity,Branding & Identity,flat fee,19586.11,1,19586.11,11.2,17392.47,1,2020-08-19
LI-11979,OPP-5577,PRD-9022,Content Creation Package,Content Creation Package,flat fee,24240.54,1,24240.54,13.6,20943.83,1,2020-08-19
LI-11980,OPP-5577,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,3686.98,6,22121.88,18.3,18073.58,1,2020-08-19
LI-11981,OPP-5577,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,47259.14,1,47259.14,8.7,43147.59,1,2020-08-19
LI-11982,OPP-5577,PRD-9018,Social Media Management,Social Media Management,per month,6738.18,6,40429.08,23.3,31009.1,1,2020-08-19
LI-11983,OPP-5577,PRD-9021,Event Marketing,Event Marketing,flat fee,8608.77,1,8608.77,16.5,7188.32,1,2020-08-19
LI-11984,OPP-5578,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,131984.27,1,131984.27,24.3,99912.09,1,2017-10-16
LI-11985,OPP-5578,PRD-9028,Sports Logo License,Sports Logo License,flat fee,280015.73,1,280015.73,15.4,236893.31,1,2017-10-16
LI-11986,OPP-5579,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,27811.59,1,27811.59,11.6,24585.45,1,2019-09-22
LI-11987,OPP-5579,PRD-9014,Video Production Package,Video Production Package,flat fee,66127.67,1,66127.67,1.7,65003.5,0,2019-09-22
LI-11988,OPP-5579,PRD-9015,Photography Package,Photography Package,flat fee,6887.72,1,6887.72,1.6,6777.52,0,2019-09-22
LI-11989,OPP-5579,PRD-9010,Director - Day Rate,Director,per day,8227.39,1,8227.39,11.8,7256.56,1,2019-09-22
LI-11990,OPP-5579,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,8945.63,1,8945.63,4.0,8587.8,0,2019-09-22
LI-11991,OPP-5580,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,2527.85,1,2527.85,4.9,2403.99,0,2020-08-11
LI-11992,OPP-5580,PRD-9008,Production - Location Rental,Production,flat fee,982.11,1,982.11,7.6,907.47,1,2020-08-11
LI-11993,OPP-5580,PRD-9000,Model - Day Rate,Model,per day,4159.65,7,29117.55,14.7,24837.27,1,2020-08-11
LI-11994,OPP-5580,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,1053.93,7,7377.51,9.9,6647.14,1,2020-08-11
LI-11995,OPP-5580,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,16994.97,1,16994.97,16.8,14139.82,1,2020-08-11
LI-11996,OPP-5581,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,62689.57,1,62689.57,1.7,61623.85,0,2019-08-16
LI-11997,OPP-5581,PRD-9020,Branding & Identity,Branding & Identity,flat fee,25530.3,1,25530.3,11.1,22696.44,1,2019-08-16
LI-11998,OPP-5581,PRD-9022,Content Creation Package,Content Creation Package,flat fee,47541.89,1,47541.89,4.3,45497.59,0,2019-08-16
LI-11999,OPP-5581,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,95868.4,1,95868.4,27.7,69312.85,1,2019-08-16
LI-12000,OPP-5581,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,196.15,87,17065.05,15.0,14505.29,1,2019-08-16
LI-12001,OPP-5581,PRD-9018,Social Media Management,Social Media Management,per month,24581.22,2,49162.44,13.8,42378.02,1,2019-08-16
LI-12002,OPP-5581,PRD-9021,Event Marketing,Event Marketing,flat fee,39836.02,1,39836.02,2.5,38840.12,0,2019-08-16
LI-12003,OPP-5581,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,10101.97,3,30305.91,6.7,28275.41,1,2019-08-16
LI-12004,OPP-5582,PRD-9012,Content Writer - Day Rate,Content Writer,per day,464.15,7,3249.05,1.7,3193.82,0,2019-06-26
LI-12005,OPP-5582,PRD-9010,Director - Day Rate,Director,per day,3747.88,5,18739.4,15.9,15759.84,1,2019-06-26
LI-12006,OPP-5582,PRD-9015,Photography Package,Photography Package,flat fee,5932.23,1,5932.23,1.6,5837.31,0,2019-06-26
LI-12007,OPP-5582,PRD-9014,Video Production Package,Video Production Package,flat fee,34903.7,1,34903.7,1.4,34415.05,0,2019-06-26
LI-12008,OPP-5582,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,13102.5,1,13102.5,20.4,10429.59,1,2019-06-26
LI-12009,OPP-5582,PRD-9011,Designer - Day Rate,Designer,per day,1524.36,3,4573.08,10.8,4079.19,1,2019-06-26
LI-12010,OPP-5583,PRD-9022,Content Creation Package,Content Creation Package,flat fee,15613.92,1,15613.92,32.4,10555.01,1,2022-05-17
LI-12011,OPP-5583,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,142.02,117,16616.34,13.7,14339.9,1,2022-05-17
LI-12012,OPP-5583,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,61553.91,1,61553.91,17.1,51028.19,1,2022-05-17
LI-12013,OPP-5583,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,2588.09,3,7764.27,31.0,5357.35,1,2022-05-17
LI-12014,OPP-5583,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,21705.83,1,21705.83,30.2,15150.67,1,2022-05-17
LI-12015,OPP-5583,PRD-9018,Social Media Management,Social Media Management,per month,3216.68,4,12866.72,31.2,8852.3,1,2022-05-17
LI-12016,OPP-5583,PRD-9020,Branding & Identity,Branding & Identity,flat fee,47379.55,1,47379.55,11.9,41741.38,1,2022-05-17
LI-12017,OPP-5584,PRD-9022,Content Creation Package,Content Creation Package,flat fee,23199.17,1,23199.17,8.4,21250.44,1,2020-05-09
LI-12018,OPP-5584,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,6108.56,3,18325.68,19.5,14752.17,1,2020-05-09
LI-12019,OPP-5584,PRD-9021,Event Marketing,Event Marketing,flat fee,22837.64,1,22837.64,23.8,17402.28,1,2020-05-09
LI-12020,OPP-5584,PRD-9018,Social Media Management,Social Media Management,per month,7486.59,4,29946.36,24.5,22609.5,1,2020-05-09
LI-12021,OPP-5584,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,9691.17,1,9691.17,20.7,7685.1,1,2020-05-09
LI-12022,OPP-5585,PRD-9000,Model - Day Rate,Model,per day,13778.01,2,27556.02,9.3,24993.31,1,2022-04-24
LI-12023,OPP-5585,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,66214.72,1,66214.72,8.5,60586.47,1,2022-04-24
LI-12024,OPP-5585,PRD-9008,Production - Location Rental,Production,flat fee,2229.25,1,2229.25,10.4,1997.41,1,2022-04-24
LI-12025,OPP-5586,PRD-9015,Photography Package,Photography Package,flat fee,94458.75,1,94458.75,5.8,88980.14,1,2016-10-19
LI-12026,OPP-5586,PRD-9011,Designer - Day Rate,Designer,per day,9306.87,8,74454.96,22.8,57479.23,1,2016-10-19
LI-12027,OPP-5586,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,97586.26,1,97586.26,10.7,87144.53,1,2016-10-19
LI-12028,OPP-5587,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,3509.31,6,21055.86,14.2,18065.93,1,2021-06-02
LI-12029,OPP-5587,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,20079.88,1,20079.88,7.1,18654.21,1,2021-06-02
LI-12030,OPP-5587,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,16882.36,1,16882.36,1.3,16662.89,0,2021-06-02
LI-12031,OPP-5587,PRD-9018,Social Media Management,Social Media Management,per month,9099.07,5,45495.35,14.2,39035.01,1,2021-06-02
LI-12032,OPP-5587,PRD-9021,Event Marketing,Event Marketing,flat fee,26986.52,1,26986.52,1.8,26500.76,0,2021-06-02
LI-12033,OPP-5588,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,23733.51,1,23733.51,7.2,22024.7,1,2016-11-28
LI-12034,OPP-5588,PRD-9022,Content Creation Package,Content Creation Package,flat fee,12668.38,1,12668.38,27.3,9209.91,1,2016-11-28
LI-12035,OPP-5588,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,35846.3,1,35846.3,4.1,34376.6,0,2016-11-28
LI-12036,OPP-5588,PRD-9018,Social Media Management,Social Media Management,per month,13639.52,5,68197.6,22.8,52648.55,1,2016-11-28
LI-12037,OPP-5588,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,169.13,95,16067.35,2.1,15729.94,0,2016-11-28
LI-12038,OPP-5588,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,6597.45,5,32987.25,7.9,30381.26,1,2016-11-28
LI-12039,OPP-5589,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,55933.94,1,55933.94,17.1,46369.24,1,2018-11-12
LI-12040,OPP-5589,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,50518.25,1,50518.25,0.4,50316.18,0,2018-11-12
LI-12041,OPP-5589,PRD-9020,Branding & Identity,Branding & Identity,flat fee,89546.44,1,89546.44,23.0,68950.76,1,2018-11-12
LI-12042,OPP-5589,PRD-9022,Content Creation Package,Content Creation Package,flat fee,42253.67,1,42253.67,1.1,41788.88,0,2018-11-12
LI-12043,OPP-5589,PRD-9018,Social Media Management,Social Media Management,per month,15842.76,3,47528.28,8.7,43393.32,1,2018-11-12
LI-12044,OPP-5589,PRD-9021,Event Marketing,Event Marketing,flat fee,35602.45,1,35602.45,8.6,32540.64,1,2018-11-12
LI-12045,OPP-5589,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,14852.83,6,89116.98,0.0,89116.98,0,2018-11-12
LI-12046,OPP-5590,PRD-9007,Usage Rights - Global,Usage Rights,flat fee,125953.91,1,125953.91,10.4,112854.7,1,2021-01-11
LI-12047,OPP-5590,PRD-9008,Production - Location Rental,Production,flat fee,25198.81,1,25198.81,2.4,24594.04,0,2021-01-11
LI-12048,OPP-5590,PRD-9000,Model - Day Rate,Model,per day,27900.76,1,27900.76,15.7,23520.34,1,2021-01-11
LI-12049,OPP-5590,PRD-9005,Usage Rights - Print,Usage Rights,flat fee,30446.52,1,30446.52,12.6,26610.26,1,2021-01-11
LI-12050,OPP-5591,PRD-9000,Model - Day Rate,Model,per day,5256.96,10,52569.6,18.4,42896.79,1,2020-10-22
LI-12051,OPP-5591,PRD-9004,Creative Director - Day Rate,Creative Director,per day,1301.27,10,13012.7,18.7,10579.33,1,2020-10-22
LI-12052,OPP-5591,PRD-9003,Makeup Artist - Day Rate,Makeup Artist,per day,1518.97,9,13670.73,13.2,11866.19,1,2020-10-22
LI-12053,OPP-5591,PRD-9001,Photographer - Day Rate,Photographer,per day,2269.16,4,9076.64,14.2,7787.76,1,2020-10-22
LI-12054,OPP-5591,PRD-9006,Usage Rights - Digital,Usage Rights,flat fee,3112.95,1,3112.95,31.5,2132.37,1,2020-10-22
LI-12055,OPP-5591,PRD-9008,Production - Location Rental,Production,flat fee,2057.42,1,2057.42,14.4,1761.15,1,2020-10-22
LI-12056,OPP-5592,PRD-9029,Territory Rights Fee,Territory Rights Fee,flat fee,49908.74,1,49908.74,11.2,44318.96,1,2021-11-22
LI-12057,OPP-5592,PRD-9025,Royalty Agreement Setup,Royalty Agreement Setup,flat fee,10467.85,1,10467.85,17.5,8635.98,1,2021-11-22
LI-12058,OPP-5592,PRD-9027,Character License - MG,Character License,flat fee,277024.28,1,277024.28,7.8,255416.39,1,2021-11-22
LI-12059,OPP-5592,PRD-9028,Sports Logo License,Sports Logo License,flat fee,38099.12,1,38099.12,14.7,32498.55,1,2021-11-22
LI-12060,OPP-5593,PRD-9014,Video Production Package,Video Production Package,flat fee,120641.63,1,120641.63,3.0,117022.38,0,2020-09-09
LI-12061,OPP-5593,PRD-9011,Designer - Day Rate,Designer,per day,10892.07,5,54460.35,1.5,53643.44,0,2020-09-09
LI-12062,OPP-5593,PRD-9010,Director - Day Rate,Director,per day,9634.17,9,86707.53,4.1,83152.52,0,2020-09-09
LI-12063,OPP-5593,PRD-9012,Content Writer - Day Rate,Content Writer,per day,2718.63,5,13593.15,7.5,12573.66,1,2020-09-09
LI-12064,OPP-5593,PRD-9015,Photography Package,Photography Package,flat fee,29370.56,1,29370.56,0.3,29282.45,0,2020-09-09
LI-12065,OPP-5593,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,26226.78,1,26226.78,0.3,26148.1,0,2020-09-09
LI-12066,OPP-5594,PRD-9026,Trademark License Fee,Trademark License Fee,flat fee,111768.0,1,111768.0,15.8,94108.66,1,2022-02-16
LI-12067,OPP-5594,PRD-9030,License Renewal Fee,License Renewal Fee,flat fee,48627.63,1,48627.63,10.0,43764.87,1,2022-02-16
LI-12068,OPP-5594,PRD-9024,Brand License - Minimum Guarantee,Brand License,flat fee,276586.0,1,276586.0,10.2,248374.23,1,2022-02-16
LI-12069,OPP-5594,PRD-9029,Territory Rights Fee,Territory Rights Fee,flat fee,41018.38,1,41018.38,17.9,33676.09,1,2022-02-16
LI-12070,OPP-5595,PRD-9022,Content Creation Package,Content Creation Package,flat fee,15373.4,1,15373.4,0.4,15311.91,0,2022-07-09
LI-12071,OPP-5595,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,43983.66,1,43983.66,4.2,42136.35,0,2022-07-09
LI-12072,OPP-5595,PRD-9020,Branding & Identity,Branding & Identity,flat fee,50994.52,1,50994.52,14.7,43498.33,1,2022-07-09
LI-12073,OPP-5595,PRD-9021,Event Marketing,Event Marketing,flat fee,43867.77,1,43867.77,14.3,37594.68,1,2022-07-09
LI-12074,OPP-5595,PRD-9018,Social Media Management,Social Media Management,per month,12254.66,1,12254.66,13.9,10551.26,1,2022-07-09
LI-12075,OPP-5595,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,30112.26,1,30112.26,15.1,25565.31,1,2022-07-09
LI-12076,OPP-5595,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,4385.51,6,26313.06,3.7,25339.48,0,2022-07-09
LI-12077,OPP-5595,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,158.35,48,7600.8,17.3,6285.86,1,2022-07-09
LI-12078,OPP-5596,PRD-9013,Post-Production Fee,Post-Production Fee,flat fee,64838.09,1,64838.09,6.4,60688.45,1,2021-01-01
LI-12079,OPP-5596,PRD-9014,Video Production Package,Video Production Package,flat fee,39283.75,1,39283.75,5.1,37280.28,1,2021-01-01
LI-12080,OPP-5596,PRD-9009,Scriptwriter - Project,Scriptwriter,flat fee,33378.16,1,33378.16,8.8,30440.88,1,2021-01-01
LI-12081,OPP-5597,PRD-9019,Media Planning & Buying,Media Planning & Buying,flat fee,48761.19,1,48761.19,10.6,43592.5,1,2016-11-26
LI-12082,OPP-5597,PRD-9022,Content Creation Package,Content Creation Package,flat fee,13562.3,1,13562.3,22.3,10537.91,1,2016-11-26
LI-12083,OPP-5597,PRD-9018,Social Media Management,Social Media Management,per month,2775.82,2,5551.64,9.6,5018.68,1,2016-11-26
LI-12084,OPP-5597,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,7689.98,5,38449.9,30.7,26645.78,1,2016-11-26
LI-12085,OPP-5597,PRD-9017,Digital Marketing - Hourly,Digital Marketing,per hour,101.27,11,1113.97,32.8,748.59,1,2016-11-26
LI-12086,OPP-5597,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,18203.16,1,18203.16,6.1,17092.77,1,2016-11-26
LI-12087,OPP-5597,PRD-9020,Branding & Identity,Branding & Identity,flat fee,20041.59,1,20041.59,2.1,19620.72,0,2016-11-26
LI-12088,OPP-5597,PRD-9021,Event Marketing,Event Marketing,flat fee,17816.26,1,17816.26,25.4,13290.93,1,2016-11-26
LI-12089,OPP-5598,PRD-9021,Event Marketing,Event Marketing,flat fee,163838.15,1,163838.15,5.2,155318.57,1,2018-09-15
LI-12090,OPP-5598,PRD-9018,Social Media Management,Social Media Management,per month,50864.27,5,254321.35,8.5,232704.04,1,2018-09-15
LI-12091,OPP-5598,PRD-9020,Branding & Identity,Branding & Identity,flat fee,81840.5,1,81840.5,7.1,76029.82,1,2018-09-15
LI-12092,OPP-5599,PRD-9023,Analytics & Reporting,Analytics & Reporting,per month,1763.15,5,8815.75,9.2,8004.7,1,2023-09-09
LI-12093,OPP-5599,PRD-9020,Branding & Identity,Branding & Identity,flat fee,26160.89,1,26160.89,10.3,23466.32,1,2023-09-09
LI-12094,OPP-5599,PRD-9016,Campaign Strategy Fee,Campaign Strategy Fee,flat fee,26023.38,1,26023.38,15.6,21963.73,1,2023-09-09
LI-12095,OPP-5600,PRD-9027,Character License - MG,Character License,flat fee,68066.46,1,68066.46,5.1,64595.07,1,2020-02-11
LI-12096,OPP-5600,PRD-9030,License Renewal Fee,License Renewal Fee,flat fee,80572.86,1,80572.86,3.2,77994.53,0,2020-02-11
